genome_id,name,refseq_acc,bv_assembly_accession,subject_length,bv_len,sim,same_assembly
1254.715,Pediococcus acidilactici 2217st1_D10_2217SCRN_200827,GCF_028328165.1,GCA_028328165.1,2073235,2073235.0,0.49059657974132215,True
1265601.21,Streptomyces sp. PAMC 26508,GCF_000364805.1,GCA_000364805.1,7630245,104048.0,0.014255767671942383,True
1268635.5,Legionella oakridgensis ATCC 33761 = DSM 21215 strain ATCC 33761 = DSM 21215; OR-10,GCF_000512355.1,GCA_000512355.1,2773209,50245.0,0.018117999761287376,True
46170.456,Staphylococcus aureus subsp. aureus strain UCI62,GCF_001975005.1,GCA_001975005.1,2927237,26856.0,0.009793194059790854,True
1281486.12,Lactococcus formosensis AF101-03,GCF_027687305.1,GCA_027687305.1,2112194,2112194.0,0.4620920237440311,True
1283291.4,Pseudomonas sp. URMO17WK12:I11,GCF_000514235.1,GCF_001511755.1,4693207,6374437.0,0.30564132372597247,False
1284.37,Staphylococcus hyicus strain CCUG 6509,GCF_003970475.1,GCA_003970555.1,2449200,2633558.0,0.09336763024661114,False
1286171.8,Peptoclostridium acidaminophilum DSM 3953 strain al-2,GCF_000597865.1,GCA_000597865.1,3055036,808774.0,0.2964354593530158,True
1290.501,Staphylococcus hominis TM114-129,GCF_027689655.1,GCA_027689655.1,2199909,2199909.0,0.3521550209576851,True
1291742.5,Lactobacillus hokkaidonensis JCM 18461 strain LOOC260,GCF_000829395.1,GCA_000829395.1,2400586,81630.0,0.03645234955131789,True
147469.3,Staphylococcus sciuri subsp. rodentium strain CCUG 37923,GCF_003968855.1,GCA_003970475.1,2896454,2449200.0,0.074390271690833,False
1297617.172,Intestinimonas butyriciproducens 1001302st2_C5_1001302B_160321,GCF_028321785.1,GCA_028321785.1,3088537,3088537.0,0.3816408869312558,True
1300258.6,Alteromonas mediterranea UM7 strain Ionian Sea UM7,GCF_000439575.1,GCA_000439575.1,4931660,303282.0,0.061496940178357794,True
1303.1132,Streptococcus oralis DP3_neg1_1,GCF_028307925.1,GCA_028307925.1,1896311,1896311.0,0.44202559601246844,True
1313.17685,Streptococcus pneumoniae strain 35C,GCF_001340495.1,GCA_001341675.1,2071732,340.0,0.00031036832949435546,False
1314.2783,Streptococcus pyogenes strain GCH174,GCF_013315315.1,GCA_013315315.1,1800960,1800960.0,0.341762171286425,True
1315314.5,Vibrio cholerae VCC19,GCF_000438805.2,GCA_000438805.2,4134889,4418874.0,0.2730631946830979,True
1323661.12,Staphylococcus aureus CA-347,GCF_000412775.1,GCA_000412775.1,2875156,24653.0,0.008574491262387154,True
1351.7968,Enterococcus faecalis 1001713st1_C8_1001713B170131_170501,GCF_028208185.1,GCA_028208185.1,2681044,2681044.0,0.4067512506322164,True
1351.7928,Enterococcus faecalis 7-19,GCF_027853875.1,GCA_027853875.1,2906921,2906921.0,0.4696663583220872,True
1351.7992,Enterococcus faecalis H8_m1001262Bd0_191120,GCF_028320955.1,GCA_028320955.1,2957293,2957293.0,0.46061245875873646,True
1351.794,Enterococcus faecalis strain CVM N59841F,GCF_028200665.1,GCA_002944755.1,2734081,3048087.0,0.4753290045174229,False
1351.7914,Enterococcus faecalis TF109-08,GCF_027690375.1,GCA_027690375.1,2825875,2825875.0,0.44352103330826737,True
1351.7913,Enterococcus faecalis TF109-38,GCF_027690295.1,GCA_027690295.1,2829318,2829318.0,0.4505318949655005,True
1358.1906,Lactococcus lactis DRD-206,GCF_027706945.1,GCA_027706945.1,2541720,2541720.0,0.46992587696520466,True
139.491,Borreliella burgdorferi B31_NRZ,GCF_002151505.1,,1341182,61418.0,0.1450958930257042,False
139.519,Borreliella burgdorferi PAbe,GCF_002151485.1,,1301554,62238.0,0.14073330803024692,False
