,division,assembly,bioproject,organism_name,infraspecific_name,#assembly_accession,genome_size,fasta_filename,downloaded_filename,query_length,subject_length,blast_output,n_of_-7,n_of_-6,n_of_-5,n_of_-4,n_of_-3,n_of_-2,n_of_-1,n_of_0,n_of_1,n_of_2,n_of_3,n_of_4,n_of_5,n_of_6,n_of_7,binary_filename
,1442370,GCA_000835475.1,PRJNA319323,Cladophialophora bantiana CBS 173.52,strain=CBS 173.52,GCF_000835475.1,36722552,Cladophialophora_bantiana_cbs_173_52_gca_000835475.Clad_bant_CBS_173_52_V1.dna.toplevel.fa,GCF_000835475.1_Clad_bant_CBS_173_52_V1_genomic.fna.gz, 36722552, 36722552,Cladophialophora_bantiana_cbs_173_52_gca_000835475.Clad_bant_CBS_173_52_V1.dna.toplevel.fa_vs_GCF_000835475.1_Clad_bant_CBS_173_52_V1_genomic.fna_blast.xml,0,0,2,0,0,0,0,83317,36639171,0,0,9,53,0,0,Cladophialophora_bantiana_cbs_173_52_gca_000835475_subject_array_1753407126.bin
,1442371,GCA_000836435.1,PRJNA319325,Fonsecaea multimorphosa CBS 102226,strain=CBS 102226,GCF_000836435.1,33447075,Fonsecaea_multimorphosa_cbs_102226_gca_000836435.Fons_mult_CBS_102226_V1.dna.toplevel.fa,GCF_000836435.1_Fons_mult_CBS_102226_V1_genomic.fna.gz, 33447075, 33447075,Fonsecaea_multimorphosa_cbs_102226_gca_000836435.Fons_mult_CBS_102226_V1.dna.toplevel.fa_vs_GCF_000836435.1_Fons_mult_CBS_102226_V1_genomic.fna_blast.xml,0,0,0,0,0,0,0,18376,33428698,0,0,1,0,0,0,Fonsecaea_multimorphosa_cbs_102226_gca_000836435_subject_array_1753407138.bin
,1448310,GCA_003184625.1,PRJNA479911,Aspergillus neoniger CBS 115656,strain=CBS 115656,GCF_003184625.1,35416444,Aspergillus_neoniger_cbs_115656_gca_003184625.Aspneo1.dna.toplevel.fa,GCF_003184625.1_Aspneo1_genomic.fna.gz, 35416444, 35416444,Aspergillus_neoniger_cbs_115656_gca_003184625.Aspneo1.dna.toplevel.fa_vs_GCF_003184625.1_Aspneo1_genomic.fna_blast.xml,0,0,0,0,0,0,0,17809,35398624,0,0,0,11,0,0,Aspergillus_neoniger_cbs_115656_gca_003184625_subject_array_1753407161.bin
,1448311,GCA_003184925.1,PRJNA479920,Aspergillus vadensis CBS 113365,strain=CBS 113365,GCF_003184925.1,35663374,Aspergillus_vadensis_cbs_113365_gca_003184925.Aspvad1.dna.toplevel.fa,GCF_003184925.1_Aspvad1_genomic.fna.gz, 35663374, 35663374,Aspergillus_vadensis_cbs_113365_gca_003184925.Aspvad1.dna.toplevel.fa_vs_GCF_003184925.1_Aspvad1_genomic.fna_blast.xml,0,0,1,0,0,0,0,4335,35659006,0,0,3,29,0,0,Aspergillus_vadensis_cbs_113365_gca_003184925_subject_array_1753407174.bin
,1448312,GCA_003184785.1,PRJNA479916,Aspergillus japonicus CBS 114.51,strain=CBS 114.51,GCF_003184785.1,36099954,Aspergillus_japonicus_cbs_114_51_gca_003184785.Aspjap1.dna.toplevel.fa,GCF_003184785.1_Aspjap1_genomic.fna.gz, 36099954, 36099954,Aspergillus_japonicus_cbs_114_51_gca_003184785.Aspjap1.dna.toplevel.fa_vs_GCF_003184785.1_Aspjap1_genomic.fna_blast.xml,0,0,1,0,0,0,1,18044,36081669,0,2,39,197,0,1,Aspergillus_japonicus_cbs_114_51_gca_003184785_subject_array_1753407190.bin
,1448313,GCA_003184755.1,PRJNA479914,Aspergillus piperis CBS 112811,strain=CBS 112811,GCF_003184755.1,35280331,Aspergillus_piperis_cbs_112811_gca_003184755.Asppip1.dna.toplevel.fa,GCF_003184755.1_Asppip1_genomic.fna.gz, 35280331, 35280331,Aspergillus_piperis_cbs_112811_gca_003184755.Asppip1.dna.toplevel.fa_vs_GCF_003184755.1_Asppip1_genomic.fna_blast.xml,0,0,0,0,0,0,0,10121,35270210,0,0,0,0,0,0,Aspergillus_piperis_cbs_112811_gca_003184755_subject_array_1753407204.bin
,1448314,GCA_003184535.1,PRJNA479907,Aspergillus eucalypticola CBS 122712,strain=CBS 122712,GCF_003184535.1,34792412,Aspergillus_eucalypticola_cbs_122712_gca_003184535.Aspeuc1.dna.toplevel.fa,GCF_003184535.1_Aspeuc1_genomic.fna.gz, 34792412, 34792412,Aspergillus_eucalypticola_cbs_122712_gca_003184535.Aspeuc1.dna.toplevel.fa_vs_GCF_003184535.1_Aspeuc1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,34792408,0,1,3,0,0,0,Aspergillus_eucalypticola_cbs_122712_gca_003184535_subject_array_1753407217.bin
,1448315,GCA_003184745.1,PRJNA479913,Aspergillus uvarum CBS 121591,strain=CBS 121591,GCF_003184745.1,35850703,Aspergillus_uvarum_cbs_121591_gca_003184745.Aspuva1.dna.toplevel.fa,GCF_003184745.1_Aspuva1_genomic.fna.gz, 35850703, 35850703,Aspergillus_uvarum_cbs_121591_gca_003184745.Aspuva1.dna.toplevel.fa_vs_GCF_003184745.1_Aspuva1_genomic.fna_blast.xml,0,0,1,0,0,0,1,9514,35841095,0,0,14,77,0,1,Aspergillus_uvarum_cbs_121591_gca_003184745_subject_array_1753407233.bin
,1448316,GCA_003184845.1,PRJNA479918,Aspergillus ibericus CBS 121593,strain=CBS 121593,GCF_003184845.1,33437983,Aspergillus_ibericus_cbs_121593_gca_003184845.Aspibe1.dna.toplevel.fa,GCF_003184845.1_Aspibe1_genomic.fna.gz, 33437983, 33437983,Aspergillus_ibericus_cbs_121593_gca_003184845.Aspibe1.dna.toplevel.fa_vs_GCF_003184845.1_Aspibe1_genomic.fna_blast.xml,0,0,0,0,0,0,0,11722,33426260,0,0,1,0,0,0,Aspergillus_ibericus_cbs_121593_gca_003184845_subject_array_1753407248.bin
,1448317,GCA_003184835.1,PRJNA479917,Aspergillus costaricaensis CBS 115574,strain=CBS 115574,GCF_003184835.1,36947918,Aspergillus_costaricaensis_cbs_115574_gca_003184835.Aspcos1.dna.toplevel.fa,GCF_003184835.1_Aspcos1_genomic.fna.gz, 36947918, 36947918,Aspergillus_costaricaensis_cbs_115574_gca_003184835.Aspcos1.dna.toplevel.fa_vs_GCF_003184835.1_Aspcos1_genomic.fna_blast.xml,0,0,1,1,0,0,1,20834,36926968,0,1,20,92,0,0,Aspergillus_costaricaensis_cbs_115574_gca_003184835_subject_array_1753407265.bin
,1448319,GCA_003184825.1,PRJNA722001,Aspergillus fijiensis CBS 313.89,strain=CBS 313.89,GCF_003184825.1,36513906,Aspergillus_fijiensis_cbs_313_89_gca_003184825.Aspfij1.dna.toplevel.fa,GCF_003184825.1_Aspfij1_genomic.fna.gz, 36513906, 36513906,Aspergillus_fijiensis_cbs_313_89_gca_003184825.Aspfij1.dna.toplevel.fa_vs_GCF_003184825.1_Aspfij1_genomic.fna_blast.xml,0,0,0,1,0,0,1,12829,36500898,0,0,35,142,0,0,Aspergillus_fijiensis_cbs_313_89_gca_003184825_subject_array_1753407280.bin
,1448321,GCA_003184545.1,PRJNA479908,Aspergillus heteromorphus CBS 117.55,strain=CBS 117.55,GCF_003184545.1,35607567,Aspergillus_heteromorphus_cbs_117_55_gca_003184545.Asphet1.dna.toplevel.fa,GCF_003184545.1_Asphet1_genomic.fna.gz, 35607567, 35607567,Aspergillus_heteromorphus_cbs_117_55_gca_003184545.Asphet1.dna.toplevel.fa_vs_GCF_003184545.1_Asphet1_genomic.fna_blast.xml,0,0,0,0,0,0,1,0,35607561,0,0,1,4,0,0,Aspergillus_heteromorphus_cbs_117_55_gca_003184545_subject_array_1753407312.bin
,1448322,GCA_003184765.1,PRJNA479915,Aspergillus aculeatinus CBS 121060,strain=CBS 121060,GCF_003184765.1,36471649,Aspergillus_aculeatinus_cbs_121060_gca_003184765.Aspacu1.dna.toplevel.fa,GCF_003184765.1_Aspacu1_genomic.fna.gz, 36471649, 36471649,Aspergillus_aculeatinus_cbs_121060_gca_003184765.Aspacu1.dna.toplevel.fa_vs_GCF_003184765.1_Aspacu1_genomic.fna_blast.xml,0,0,0,0,0,0,0,28488,36443148,0,0,0,13,0,0,Aspergillus_aculeatinus_cbs_121060_gca_003184765_subject_array_1753407330.bin
,1450172,GCA_010015735.1,PRJNA625762,Aaosphaeria arxii CBS 175.79,strain=CBS 175.79,GCF_010015735.1,38901049,Aaosphaeria_arxii_cbs_175_79_gca_010015735.Aaoar1.dna.toplevel.fa,GCF_010015735.1_Aaoar1_genomic.fna.gz, 38901049, 38901049,Aaosphaeria_arxii_cbs_175_79_gca_010015735.Aaoar1.dna.toplevel.fa_vs_GCF_010015735.1_Aaoar1_genomic.fna_blast.xml,0,0,2,0,0,0,0,134145,38766699,0,0,15,186,0,2,Aaosphaeria_arxii_cbs_175_79_gca_010015735_subject_array_1753407346.bin
,1450533,GCA_003184595.1,PRJNA479910,Aspergillus niger CBS 101883,strain=CBS 101883,GCF_003184595.1,35853610,Aspergillus_niger_cbs_101883_gca_003184595.Asplac1.dna.toplevel.fa,GCF_003184595.1_Asplac1_genomic.fna.gz, 35853610, 35853610,Aspergillus_niger_cbs_101883_gca_003184595.Asplac1.dna.toplevel.fa_vs_GCF_003184595.1_Asplac1_genomic.fna_blast.xml,0,0,0,2,0,0,0,22510,35831078,0,0,7,13,0,0,Aspergillus_niger_cbs_101883_gca_003184595_subject_array_1753407360.bin
,1450534,GCA_003184695.1,PRJNA479912,Aspergillus brunneoviolaceus CBS 621.78,strain=CBS 621.78,GCF_003184695.1,37477200,Aspergillus_brunneoviolaceus_cbs_621_78_gca_003184695.Aspbru1.dna.toplevel.fa,GCF_003184695.1_Aspbru1_genomic.fna.gz, 37477200, 37477200,Aspergillus_brunneoviolaceus_cbs_621_78_gca_003184695.Aspbru1.dna.toplevel.fa_vs_GCF_003184695.1_Aspbru1_genomic.fna_blast.xml,0,0,8,0,0,0,0,24708,37451970,0,5,39,464,0,6,Aspergillus_brunneoviolaceus_cbs_621_78_gca_003184695_subject_array_1753407385.bin
,1450535,GCA_003184525.1,PRJNA479906,Aspergillus sclerotioniger CBS 115572,strain=CBS 115572,GCF_003184525.1,36720365,Aspergillus_sclerotioniger_cbs_115572_gca_003184525.Aspscl1.dna.toplevel.fa,GCF_003184525.1_Aspscl1_genomic.fna.gz, 36720365, 36720365,Aspergillus_sclerotioniger_cbs_115572_gca_003184525.Aspscl1.dna.toplevel.fa_vs_GCF_003184525.1_Aspscl1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,36720365,0,0,0,0,0,0,Aspergillus_sclerotioniger_cbs_115572_gca_003184525_subject_array_1753407458.bin
,1450537,GCA_003184865.1,PRJNA479919,Aspergillus homomorphus CBS 101889,strain=CBS 101889,GCF_003184865.1,34054866,Aspergillus_homomorphus_cbs_101889_gca_003184865.Asphom1.dna.toplevel.fa,GCF_003184865.1_Asphom1_genomic.fna.gz, 34054866, 34054866,Aspergillus_homomorphus_cbs_101889_gca_003184865.Asphom1.dna.toplevel.fa_vs_GCF_003184865.1_Asphom1_genomic.fna_blast.xml,0,0,0,0,0,0,0,33791,34020975,0,0,12,87,0,1,Aspergillus_homomorphus_cbs_101889_gca_003184865_subject_array_1753407473.bin
,1450539,GCA_003184585.1,PRJNA479909,Aspergillus saccharolyticus JOP 1030-1,strain=JOP 1030-1,GCF_003184585.1,31096189,Aspergillus_saccharolyticus_jop_1030_1_gca_003184585.Aspsac1.dna.toplevel.fa,GCF_003184585.1_Aspsac1_genomic.fna.gz, 31096189, 31096189,Aspergillus_saccharolyticus_jop_1030_1_gca_003184585.Aspsac1.dna.toplevel.fa_vs_GCF_003184585.1_Aspsac1_genomic.fna_blast.xml,0,0,5,1,0,0,1,31809,31064230,0,2,48,93,0,0,Aspergillus_saccharolyticus_jop_1030_1_gca_003184585_subject_array_1753407487.bin
,1460663,GCA_001642045.1,PRJNA342679,Paraphaeosphaeria sporulosa,strain=AP3s5-JAC2a,GCF_001642045.1,38464024,Paraphaeosphaeria_sporulosa_gca_001642045.Parsp1.dna.toplevel.fa,GCF_001642045.1_Parsp1_genomic.fna.gz, 38464024, 38464024,Paraphaeosphaeria_sporulosa_gca_001642045.Parsp1.dna.toplevel.fa_vs_GCF_001642045.1_Parsp1_genomic.fna_blast.xml,0,0,2,0,0,0,0,376625,38086624,0,0,113,659,0,1,Paraphaeosphaeria_sporulosa_gca_001642045_subject_array_1753407503.bin
,149040,GCA_001500285.1,PRJNA342682,Mollisia scopiformis,strain=CBS 120377,GCF_001500285.1,48876257,Phialocephala_scopiformis_gca_001500285.Phisc1.dna.toplevel.fa,GCF_001500285.1_Phisc1_genomic.fna.gz, 48876257, 48876257,Phialocephala_scopiformis_gca_001500285.Phisc1.dna.toplevel.fa_vs_GCF_001500285.1_Phisc1_genomic.fna_blast.xml,0,0,2,0,0,0,0,255873,48619970,0,0,49,363,0,0,Phialocephala_scopiformis_gca_001500285_subject_array_1753407524.bin
,1506151,GCA_009193645.1,PRJNA602443,Aspergillus pseudonomiae,strain=CBS 119388,GCF_009193645.1,37780514,Aspergillus_pseudonomius_gca_009193645.Asppsen1.dna.toplevel.fa,GCF_009193645.1_Asppsen1_genomic.fna.gz, 37780514, 37780514,Aspergillus_pseudonomius_gca_009193645.Asppsen1.dna.toplevel.fa_vs_GCF_009193645.1_Asppsen1_genomic.fna_blast.xml,0,0,0,0,0,0,0,15558,37764936,0,0,4,16,0,0,Aspergillus_pseudonomius_gca_009193645_subject_array_1753407538.bin
,1506151,GCA_009176395.1,PRJNA602443,Aspergillus pseudonomiae,strain=CBS 119388,GCF_009193645.1,37780514,Aspergillus_pseudonomius_gca_009176395.Asppse1.dna.toplevel.fa,GCF_009193645.1_Asppsen1_genomic.fna.gz, 36713177, 37780514,Aspergillus_pseudonomius_gca_009176395.Asppse1.dna.toplevel.fa_vs_GCF_009193645.1_Asppsen1_genomic.fna_blast.xml,0,0,3509,485,0,0,3624,1480176,19488943,0,9007,163383,16623625,0,7762,Aspergillus_pseudonomius_gca_009176395_subject_array_1753407553.bin
,1522189,GCA_003144195.1,PRJNA479902,Ceraceosorus guamensis,strain=MCA 4658,GCF_003144195.1,24148100,Ceraceosorus_guamensis_gca_003144195.Cersp1.dna.toplevel.fa,GCF_003144195.1_Cersp1_genomic.fna.gz, 24148100, 24148100,Ceraceosorus_guamensis_gca_003144195.Cersp1.dna.toplevel.fa_vs_GCF_003144195.1_Cersp1_genomic.fna_blast.xml,0,0,0,0,0,0,0,26459,24121636,0,0,3,2,0,0,Ceraceosorus_guamensis_gca_003144195_subject_array_1753407563.bin
,156630,GCA_004154815.1,PRJNA531023,Alternaria arborescens,strain=FERA 675,GCF_004154835.1,33943449,Alternaria_arborescens_gca_004154815.ASM415481v1.dna.toplevel.fa,GCF_004154835.1_ASM415483v1_genomic.fna.gz, 33774152, 33943449,Alternaria_arborescens_gca_004154815.ASM415481v1.dna.toplevel.fa_vs_GCF_004154835.1_ASM415483v1_genomic.fna_blast.xml,0,0,2505,423,0,0,2794,876416,16475823,0,6728,246479,16325562,0,6719,Alternaria_arborescens_gca_004154815_subject_array_1753407578.bin
,156630,GCA_004154835.1,PRJNA531023,Alternaria arborescens,strain=FERA 675,GCF_004154835.1,33943449,Alternaria_arborescens_gca_004154835.ASM415483v1.dna.toplevel.fa,GCF_004154835.1_ASM415483v1_genomic.fna.gz, 33943449, 33943449,Alternaria_arborescens_gca_004154835.ASM415483v1.dna.toplevel.fa_vs_GCF_004154835.1_ASM415483v1_genomic.fna_blast.xml,0,0,0,0,0,0,4,74,33943360,0,2,9,0,0,0,Alternaria_arborescens_gca_004154835_subject_array_1753407593.bin
,156630,GCA_004155955.1,PRJNA531023,Alternaria arborescens,strain=FERA 675,GCF_004154835.1,33943449,Alternaria_arborescens_gca_004155955.ASM415595v1.dna.toplevel.fa,GCF_004154835.1_ASM415483v1_genomic.fna.gz, 33803556, 33943449,Alternaria_arborescens_gca_004155955.ASM415595v1.dna.toplevel.fa_vs_GCF_004154835.1_ASM415483v1_genomic.fna_blast.xml,0,0,2387,526,2,0,3650,1008438,22020653,0,9212,266504,10626431,0,5646,Alternaria_arborescens_gca_004155955_subject_array_1753407607.bin
,1569628,GCA_003144245.1,PRJNA479904,Jaminaea rosea,strain=MCA 5214,GCF_003144245.1,16615586,Jaminaea_rosea_gca_003144245.Jamsp1.dna.toplevel.fa,GCF_003144245.1_Jamsp1_genomic.fna.gz, 16615586, 16615586,Jaminaea_rosea_gca_003144245.Jamsp1.dna.toplevel.fa_vs_GCF_003144245.1_Jamsp1_genomic.fna_blast.xml,0,0,0,0,0,0,0,2191,16613395,0,0,0,0,0,0,Jaminaea_rosea_gca_003144245_subject_array_1753407613.bin
,1664694,GCA_001299255.1,PRJNA309727,Cyphellophora attinorum,strain=CBS 131958,GCF_001299255.1,30363635,Phialophora_attinorum_gca_001299255.ASM129925v1.dna.toplevel.fa,GCF_001299255.1_ASM129925v1_genomic.fna.gz, 30363635, 30363635,Phialophora_attinorum_gca_001299255.ASM129925v1.dna.toplevel.fa_vs_GCF_001299255.1_ASM129925v1_genomic.fna_blast.xml,0,0,0,0,0,0,1,0,30363624,0,4,6,0,0,0,Phialophora_attinorum_gca_001299255_subject_array_1753407624.bin
,1684307,GCA_003144135.1,PRJNA479901,Pseudomicrostroma glucosiphilum,strain=MCA 4718,GCF_003144135.1,17184282,Pseudomicrostroma_glucosiphilum_gca_003144135.Rhodsp1.dna.toplevel.fa,GCF_003144135.1_Rhodsp1_genomic.fna.gz, 17184282, 17184282,Pseudomicrostroma_glucosiphilum_gca_003144135.Rhodsp1.dna.toplevel.fa_vs_GCF_003144135.1_Rhodsp1_genomic.fna_blast.xml,0,0,0,0,0,0,0,20740,17163542,0,0,0,0,0,0,Pseudomicrostroma_glucosiphilum_gca_003144135_subject_array_1753407630.bin
,1805483,GCA_001642395.1,PRJNA1151049,Nematocida displodere,strain=JUm2807,GCF_001642395.1,3066400,Nematocida_displodere_gca_001642395.ASM164239v1.dna.toplevel.fa,GCF_001642395.1_ASM164239v1_genomic.fna.gz, 3066400, 3066400,Nematocida_displodere_gca_001642395.ASM164239v1.dna.toplevel.fa_vs_GCF_001642395.1_ASM164239v1_genomic.fna_blast.xml,0,0,1,0,0,0,0,8928,3057311,0,0,12,148,0,0,Nematocida_displodere_gca_001642395_subject_array_1753407632.bin
,1806994,GCA_006535985.1,PRJNA576245,Synchytrium microbalum,strain=JEL517,GCF_006535985.1,26244175,Synchytrium_microbalum_gca_006535985.ASM653598v1.dna.toplevel.fa,GCF_006535985.1_ASM653598v1_genomic.fna.gz, 26244175, 26244175,Synchytrium_microbalum_gca_006535985.ASM653598v1.dna.toplevel.fa_vs_GCF_006535985.1_ASM653598v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,6588,26237557,0,0,2,28,0,0,Synchytrium_microbalum_gca_006535985_subject_array_1753407642.bin
,1810919,GCA_003369625.1,PRJNA495496,Aspergillus mulundensis,strain=DSM 5745,GCF_003369625.1,45341896,Aspergillus_mulundensis_gca_003369625.ASM336962v1.dna.toplevel.fa,GCF_003369625.1_ASM336962v1_genomic.fna.gz, 45341896, 45341896,Aspergillus_mulundensis_gca_003369625.ASM336962v1.dna.toplevel.fa_vs_GCF_003369625.1_ASM336962v1_genomic.fna_blast.xml,0,0,77,31,0,0,104,1117988,44204679,0,148,2112,16580,0,177,Aspergillus_mulundensis_gca_003369625_subject_array_1753407704.bin
,1835702,GCA_001773325.1,PRJNA395479,Penicillium arizonense,strain=CBS 141311,GCF_001773325.1,33729052,Penicillium_arizonense_gca_001773325.ASM177332v1.dna.toplevel.fa,GCF_001773325.1_ASM177332v1_genomic.fna.gz, 33729052, 33729052,Penicillium_arizonense_gca_001773325.ASM177332v1.dna.toplevel.fa_vs_GCF_001773325.1_ASM177332v1_genomic.fna_blast.xml,0,0,16,1,0,0,6,8369,33719556,0,2,125,973,0,4,Penicillium_arizonense_gca_001773325_subject_array_1753407721.bin
,1858805,GCA_000292625.1,PRJNA721985,Dacryopinax primogenitus,strain=DJM-731 SS1,GCF_000292625.1,29503487,Dacryopinax_primogenitus_gca_000292625.Dacryopinax_sp._DJM_731_SSP1_v1.0.dna.toplevel.fa,GCF_000292625.1_Dacryopinax_sp._DJM_731_SSP1_v1.0_genomic.fna.gz, 29503487, 29503487,Dacryopinax_primogenitus_gca_000292625.Dacryopinax_sp._DJM_731_SSP1_v1.0.dna.toplevel.fa_vs_GCF_000292625.1_Dacryopinax_sp._DJM_731_SSP1_v1.0_genomic.fna_blast.xml,0,0,7,1,0,0,8,1896052,27604875,0,2,113,2419,0,10,Dacryopinax_primogenitus_gca_000292625_subject_array_1753407756.bin
,1913371,GCA_000250695.1,PRJNA925087,Nematocida ausubeli,strain=ERTm6,GCF_000738915.1,4276041,Nematocida_sp_1_ertm2_gca_000250695.Nema_parisii_ERTm2_V1.dna.toplevel.fa,GCF_000738915.1_Nema_sp_1_ERTm6_V2_genomic.fna.gz, 4700711, 4276041,Nematocida_sp_1_ertm2_gca_000250695.Nema_parisii_ERTm2_V1.dna.toplevel.fa_vs_GCF_000738915.1_Nema_sp_1_ERTm6_V2_genomic.fna_blast.xml,0,0,4196,462,1,0,1834,90575,1089059,0,2754,107891,2972187,0,7082,Nematocida_sp_1_ertm2_gca_000250695_subject_array_1753407760.bin
,1913371,GCA_000738915.1,PRJNA925087,Nematocida ausubeli,strain=ERTm6,GCF_000738915.1,4276041,Nematocida_sp_1_ertm6_gca_000738915.Nema_sp_1_ERTm6_V2.dna.toplevel.fa,GCF_000738915.1_Nema_sp_1_ERTm6_V2_genomic.fna.gz, 4276041, 4276041,Nematocida_sp_1_ertm6_gca_000738915.Nema_sp_1_ERTm6_V2.dna.toplevel.fa_vs_GCF_000738915.1_Nema_sp_1_ERTm6_V2_genomic.fna_blast.xml,0,0,2,0,0,0,0,47216,4228622,0,0,22,178,0,1,Nematocida_sp_1_ertm6_gca_000738915_subject_array_1753407762.bin
,192010,GCA_900044065.1,PRJNA732906,Fusarium mangiferae,strain=MRC7560,GCF_900044065.1,46292722,Fusarium_mangiferae_gca_900044065.Genome_assembly_version_1.dna.toplevel.fa,GCF_900044065.1_Genome_assembly_version_1_genomic.fna.gz, 46292722, 46292722,Fusarium_mangiferae_gca_900044065.Genome_assembly_version_1.dna.toplevel.fa_vs_GCF_900044065.1_Genome_assembly_version_1_genomic.fna_blast.xml,0,0,42,6,0,0,59,595418,45687627,0,85,980,8453,0,52,Fusarium_mangiferae_gca_900044065_subject_array_1753407779.bin
,2020962,GCA_002818225.1,PRJNA973670,Malassezia vespertilionis,strain=CBS 15041,GCF_029542925.1,7595203,Malassezia_vespertilionis_gca_002818225.ASM281822v1.dna.toplevel.fa,GCF_029542925.1_ASM2954292v1_genomic.fna.gz, 7581597, 7595203,Malassezia_vespertilionis_gca_002818225.ASM281822v1.dna.toplevel.fa_vs_GCF_029542925.1_ASM2954292v1_genomic.fna_blast.xml,0,0,2,2,0,0,57,19431,7511810,0,126,221,63551,0,3,Malassezia_vespertilionis_gca_002818225_subject_array_1753407783.bin
,2059318,GCA_000149585.1,PRJNA20041,Histoplasma mississippiense (nom. inval.),strain=NAm1,GCF_000149585.1,32988475,Histoplasma_capsulatum_nam1_gca_000149585.ASM14958v1.dna.toplevel.fa,GCF_000149585.1_ASM14958v1_genomic.fna.gz, 33030326, 33030326,Histoplasma_capsulatum_nam1_gca_000149585.ASM14958v1.dna.toplevel.fa_vs_GCF_000149585.1_ASM14958v1_genomic.fna_blast.xml,0,0,56,9,0,0,54,2371645,30652206,0,115,494,5703,0,44,Histoplasma_capsulatum_nam1_gca_000149585_subject_array_1753407819.bin
,209559,GCA_009176365.1,PRJNA602437,Aspergillus alliaceus,strain=CBS 536.65,GCF_009176365.1,40168528,Aspergillus_alliaceus_gca_009176365.Aspalli1.dna.toplevel.fa,GCF_009176365.1_Aspalli1_genomic.fna.gz, 40168528, 40168528,Aspergillus_alliaceus_gca_009176365.Aspalli1.dna.toplevel.fa_vs_GCF_009176365.1_Aspalli1_genomic.fna_blast.xml,0,0,2,0,0,0,0,26653,40141747,0,0,14,110,0,2,Aspergillus_alliaceus_gca_009176365_subject_array_1753407837.bin
,209559,GCA_009193605.1,PRJNA602437,Aspergillus alliaceus,strain=CBS 536.65,GCF_009176365.1,40168528,Aspergillus_alliaceus_gca_009193605.Aspalbe1.dna.toplevel.fa,GCF_009176365.1_Aspalli1_genomic.fna.gz, 40140031, 40168528,Aspergillus_alliaceus_gca_009193605.Aspalbe1.dna.toplevel.fa_vs_GCF_009176365.1_Aspalli1_genomic.fna_blast.xml,2,0,13139,1400,4,0,11359,1625221,16710828,0,24238,471005,21282701,0,28631,Aspergillus_alliaceus_gca_009193605_subject_array_1753407857.bin
,212818,GCA_000836275.1,PRJNA326655,Exophiala mesophila,strain=CBS 40295,GCF_000836275.1,29273723,Exophiala_mesophila_gca_000836275.Exop_meso_CBS40295_V1.dna.toplevel.fa,GCF_000836275.1_Exop_meso_CBS40295_V1_genomic.fna.gz, 29273723, 29273723,Exophiala_mesophila_gca_000836275.Exop_meso_CBS40295_V1.dna.toplevel.fa_vs_GCF_000836275.1_Exop_meso_CBS40295_V1_genomic.fna_blast.xml,0,0,0,0,0,0,0,16824,29256841,0,0,6,50,0,2,Exophiala_mesophila_gca_000836275_subject_array_1753407868.bin
,212818,GCA_004011775.1,PRJNA326655,Exophiala mesophila,strain=CBS 40295,GCF_000836275.1,29273723,Exophiala_mesophila_gca_004011775.ASM401177v1.dna.toplevel.fa,GCF_000836275.1_Exop_meso_CBS40295_V1_genomic.fna.gz, 30432321, 29273723,Exophiala_mesophila_gca_004011775.ASM401177v1.dna.toplevel.fa_vs_GCF_000836275.1_Exop_meso_CBS40295_V1_genomic.fna_blast.xml,0,0,63190,8585,1,0,45473,1397761,11054392,0,87352,1509403,14984732,0,122834,Exophiala_mesophila_gca_004011775_subject_array_1753407880.bin
,215243,GCA_000835515.1,PRJNA326654,Exophiala oligosperma,strain=CBS 72588,GCF_000835515.1,38224514,Exophiala_oligosperma_gca_000835515.Exop_olig_CBS72588_V1.dna.toplevel.fa,GCF_000835515.1_Exop_olig_CBS72588_V1_genomic.fna.gz, 38224514, 38224514,Exophiala_oligosperma_gca_000835515.Exop_olig_CBS72588_V1.dna.toplevel.fa_vs_GCF_000835515.1_Exop_olig_CBS72588_V1_genomic.fna_blast.xml,0,0,1,0,0,0,3,303012,37920919,0,3,95,481,0,0,Exophiala_oligosperma_gca_000835515_subject_array_1753407894.bin
,215250,GCA_003144295.1,PRJNA479905,Acaromyces ingoldii,strain=MCA 4198,GCF_003144295.1,19330111,Acaromyces_ingoldii_gca_003144295.Acain1.dna.toplevel.fa,GCF_003144295.1_Acain1_genomic.fna.gz, 19330111, 19330111,Acaromyces_ingoldii_gca_003144295.Acain1.dna.toplevel.fa_vs_GCF_003144295.1_Acain1_genomic.fna_blast.xml,0,0,0,0,0,0,0,14946,19315097,0,0,10,58,0,0,Acaromyces_ingoldii_gca_003144295_subject_array_1753407901.bin
,226230,GCA_000167075.2,PRJNA973683,Saccharomyces kudriavzevii IFO 1802,strain=IFO1802,GCF_947243775.1,11913776,Saccharomyces_kudriavzevii_ifo_1802_gca_000167075.Saccharomyces_kudriavzevii_strain_IFO1802_v1.0.dna.toplevel.fa,GCF_947243775.1_Skud-IFO1802_genomic.fna.gz, 11189057, 11913776,Saccharomyces_kudriavzevii_ifo_1802_gca_000167075.Saccharomyces_kudriavzevii_strain_IFO1802_v1.0.dna.toplevel.fa_vs_GCF_947243775.1_Skud-IFO1802_genomic.fna_blast.xml,0,0,1210,88,0,0,1180,732950,5750060,0,2149,19419,5404646,0,2074,Saccharomyces_kudriavzevii_ifo_1802_gca_000167075_subject_array_1753407908.bin
