#name,species,division,taxonomy_id,assembly,assembly_accession,genebuild,variation,microarray,pan_compara,peptide_compara,genome_alignments,other_alignments,core_db,species_id,#assembly_accession,bioproject,biosample,wgs_master,refseq_category,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,asm_submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,excluded_from_refseq,relation_to_type_material,asm_not_live_date,assembly_type,group,genome_size,genome_size_ungapped,gc_percent,replicon_count,scaffold_count,contig_count,annotation_provider,annotation_name,annotation_date,total_gene_count,protein_coding_gene_count,non_coding_gene_count,pubmed_id,fasta_filename,downloaded_filename
botrytis_cinerea,EnsemblFungi,332648,ASM83294v1,GCA_000143535.4,2016-12-WURAPOLLO,N,N,N,Y,N,Y,botrytis_cinerea_core_61_114_3,1,,GCF_000143535.2,PRJNA20061,SAMN02953628,na,reference genome,332648,40559,Botrytis cinerea B05.10,strain=B05.10,na,latest,Complete Genome,Major,Full,2015-02-05,ASM14353v4,"Syngenta Biotechnology, Inc.",GCA_000143535.4,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/143/535/GCF_000143535.2_ASM14353v4,na,na,na,haploid,fungi,42630066,42630066,42.0,18,18,18,"Syngenta Biotechnology, Inc.","Annotation submitted by Syngenta Biotechnology, Inc.",2018-04-17,11698,11698,0,23104368;21876677;26913498,,identical_genomic.fna.gz
fusarium_verticillioides,EnsemblFungi,334819,ASM14955v1,GCA_000149555.1,2010-12-BROAD/2011-04,N,N,N,Y,Y,Y,fusarium_verticillioides_core_61_114_3,1,,GCF_000149555.1,PRJNA245136,SAMN02953630,AAIM00000000.2,reference genome,334819,117187,Fusarium verticillioides 7600,strain=7600,na,latest,Chromosome,Major,Full,2011-07-06,ASM14955v1,"Syngenta Biotechnology, Inc.",GCA_000149555.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/149/555/GCF_000149555.1_ASM14955v1,na,na,na,haploid,fungi,41791161,41700345,48.5,11,36,210,"Syngenta Biotechnology, Inc.","Annotation submitted by Syngenta Biotechnology, Inc.",2023-04-03,16290,15890,396,22178648;17823352;20237561,,different_genomic.fna.gz
zymoseptoria_tritici,EnsemblFungi,336722,MG2,GCA_000219625.1,2011-07-JGI,Y,N,Y,Y,N,Y,zymoseptoria_tritici_core_61_114_2,1,,GCF_000219625.1,PRJNA170847,SAMN02746078,ACPE00000000.1,reference genome,336722,1047171,Zymoseptoria tritici IPO323,strain=IPO323,na,latest,Chromosome,Major,Full,2011-07-06,MYCGR v2.0,DOE Joint Genome Institute,GCA_000219625.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/219/625/GCF_000219625.1_MYCGR_v2.0,na,assembly from type material,na,haploid,fungi,39686251,39678910,52.0,21,21,24,DOE Joint Genome Institute,Annotation submitted by DOE Joint Genome Institute,2020-02-07,10942,10941,0,21695235,,GCF_000219625.1_MYCGR_v2.0_genomic.fna.gz
uncinocarpus_reesii_1704_gca_000003515,EnsemblFungi,336963,ASM351v2,GCA_000003515.2,2014-08-BroadInstitute,N,N,N,Y,N,Y,fungi_ascomycota1_collection_core_61_114_1,2,,GCF_000003515.1,PRJNA39807,SAMN02953631,AAIW00000000.1,reference genome,336963,33188,Uncinocarpus reesii 1704,strain=1704,na,latest,Scaffold,Major,Full,2009-05-21,ASM351v2,Broad Institute,GCA_000003515.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/003/515/GCF_000003515.1_ASM351v2,na,na,na,haploid,fungi,22327935,22146268,48.5,0,44,582,Broad Institute,Annotation submitted by Broad Institute,2023-11-13,7855,7759,96,na,Uncinocarpus_reesii_1704_gca_000003515.ASM351v2.dna.toplevel.fa,GCF_000003515.1_ASM351v2_genomic.fna.gz
aspergillus_terreus,EnsemblFungi,341663,ASM14961v1,GCA_000149615.1,2010-06-ENA,N,N,N,Y,N,Y,aspergillus_terreus_core_61_114_1,1,,GCF_000149615.1,PRJNA17637,SAMN02953635,AAJN00000000.1,reference genome,341663,33178,Aspergillus terreus NIH2624,strain=NIH2624,na,latest,Scaffold,Major,Full,2006-09-08,ASM14961v1,Broad Institute,GCA_000149615.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/149/615/GCF_000149615.1_ASM14961v1,na,na,na,haploid,fungi,29331195,29197939,53.0,0,26,267,Broad Institute,Annotation submitted by Broad Institute,2025-02-21,10551,10401,147,na,,GCF_000149615.1_ASM14961v1_genomic.fna.gz
pseudogymnoascus_verrucosus_gca_001662655,EnsemblFungi,342668,ASM166265v1,GCA_001662655.1,2018-03-USForestService,N,N,N,N,N,Y,fungi_ascomycota3_collection_core_61_114_1,146,,GCF_001662655.1,PRJNA342683,SAMN03382556,LAJO00000000.1,reference genome,342668,342668,Pseudogymnoascus verrucosus,strain=UAMH 10579,na,latest,Scaffold,Major,Full,2016-06-24,ASM166265v1,US Forest Service,GCA_001662655.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/662/655/GCF_001662655.1_ASM166265v1,na,assembly from type material,na,haploid,fungi,30174856,30160056,50.5,0,151,313,US Forest Service,Annotation submitted by US Forest Service,2023-09-11,10799,10685,114,29295979,Pseudogymnoascus_verrucosus_gca_001662655.ASM166265v1.dna.toplevel.fa,GCF_001662655.1_ASM166265v1_genomic.fna.gz
aspergillus_clavatus,EnsemblFungi,344612,ASM271v1,GCA_000002715.1,2008-11-ENA,N,N,N,Y,N,Y,aspergillus_clavatus_core_61_114_1,1,,GCF_000002715.2,PRJNA18467,SAMN02953636,AAKD00000000.3,reference genome,344612,5057,Aspergillus clavatus NRRL 1,strain=NRRL 1,na,latest,Scaffold,Minor,Full,2006-12-14,ASM271v1,J. Craig Venter Institute,GCA_000002715.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/002/715/GCF_000002715.2_ASM271v1,na,assembly from type material,na,haploid,fungi,27859441,27850641,49.0,0,143,231,J. Craig Venter Institute,Annotation submitted by J. Craig Venter Institute,2025-02-21,9375,9117,235,18404212,,GCF_000002715.2_ASM271v1_genomic.fna.gz
fomitopsis_rosea_gca_004679265,EnsemblFungi,34475,ASM467926v1,GCA_004679265.1,2019-05-IHIZittauTUDresden,N,N,N,N,N,Y,fungi_basidiomycota2_collection_core_61_114_1,49,,GCF_022264815.1,PRJNA835131,SAMN08778392,JADCUA000000000.1,reference genome,34475,34475,Rhodofomes roseus,strain=CIRM-BRFM 1785,na,latest,Contig,Major,Full,2022-02-15,Fomros1,DOE Joint Genome Institute,GCA_022264815.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/264/815/GCF_022264815.1_Fomros1,na,na,na,haploid,fungi,38369625,38369625,56.0,0,80,80,DOE Joint Genome Institute,Annotation submitted by DOE Joint Genome Institute,2022-05-06,13143,12986,153,33538380,Fomitopsis_rosea_gca_004679265.ASM467926v1.dna.toplevel.fa,GCF_022264815.1_Fomros1_genomic.fna.gz
exophiala_xenobiotica_gca_000835505,EnsemblFungi,348802,Exop_xeno_CBS118157_V1,GCA_000835505.1,2016-06-BroadInstitute,N,N,N,N,N,Y,fungi_ascomycota2_collection_core_61_114_1,88,,GCF_000835505.1,PRJNA326602,SAMN03176944,JYCB00000000.1,reference genome,348802,348802,Exophiala xenobiotica,strain=CBS 118157,na,latest,Scaffold,Major,Full,2015-02-23,Exop_xeno_CBS118157_V1,Broad Institute,GCA_000835505.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/835/505/GCF_000835505.1_Exop_xeno_CBS118157_V1,na,assembly from type material,na,haploid,fungi,31405760,31388042,51.5,0,15,64,Broad Institute,Annotation submitted by Broad Institute,2024-01-05,12077,12019,53,na,Exophiala_xenobiotica_gca_000835505.Exop_xeno_CBS118157_V1.dna.toplevel.fa,GCF_000835505.1_Exop_xeno_CBS118157_V1_genomic.fna.gz
saccharomycodes_ludwigii_gca_900491785,EnsemblFungi,36035,S_ludwigii_v1,GCA_900491785.1,2018-09-TechnischeUniversitatMunchenWZW,N,N,N,N,N,Y,fungi_ascomycota4_collection_core_61_114_1,232,,GCF_020623625.1,PRJNA801202,SAMN13064121,JACTOA000000000.1,reference genome,36035,36035,Saccharomycodes ludwigii,strain=NBRC 1722,na,latest,Chromosome,Major,Full,2021-10-26,UHD_SCDLUD_16,University of Heidelberg,GCA_020623625.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/623/625/GCF_020623625.1_UHD_SCDLUD_16,na,na,na,haploid,fungi,12500424,12400424,31.0,7,8,8,University of Heidelberg,Annotation submitted by University of Heidelberg,2024-12-04,5335,5026,309,na,Saccharomycodes_ludwigii_gca_900491785.S_ludwigii_v1.dna.toplevel.fa,GCF_020623625.1_UHD_SCDLUD_16_genomic.fna.gz
fusarium_poae_gca_001675295,EnsemblFungi,36050,FPOA1.0,GCA_001675295.1,2016-06-WageningenUR,N,N,N,N,N,Y,fungi_ascomycota3_collection_core_61_114_1,155,,GCF_019609905.1,PRJNA774197,SAMN13054494,WOUF00000000.1,reference genome,36050,36050,Fusarium poae,strain=DAOMC 252244,na,latest,Chromosome,Major,Full,2021-08-19,ASM1960990v1,Agriculture and Agri-Food Canada,GCA_019609905.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/609/905/GCF_019609905.1_ASM1960990v1,na,na,na,haploid,fungi,43859651,43859651,46.5,4,12,12,Agriculture and Agri-Food Canada,Annotation submitted by Agriculture and Agri-Food Canada,2021-11-23,14125,13851,274,34348672,Fusarium_poae_gca_001675295.FPOA1.0.dna.toplevel.fa,GCF_019609905.1_ASM1960990v1_genomic.fna.gz
penicillium_coprophilum_gca_002072405,EnsemblFungi,36646,ASM207240v1,GCA_002072405.1,2017-04-ChalmersUniversityofTechnology,N,N,N,N,N,Y,fungi_ascomycota3_collection_core_61_114_1,219,,GCF_028826855.1,PRJNA973687,SAMN30185323,JAPQKM000000000.1,reference genome,36646,36646,Penicillium coprophilum,strain=IBT 35676,na,latest,Contig,Major,Full,2023-02-23,ASM2882685v1,Aalborg University,GCA_028826855.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/826/855/GCF_028826855.1_ASM2882685v1,na,na,na,haploid,fungi,29014640,29014640,48.0,0,7,7,Aalborg University,Annotation submitted by Aalborg University,2023-06-02,10983,10982,0,36726175,Penicillium_coprophilum_gca_002072405.ASM207240v1.dna.toplevel.fa,GCF_028826855.1_ASM2882685v1_genomic.fna.gz
neurospora_crassa,EnsemblFungi,367110,NC12,GCA_000182925.2,2014-01-ENA,N,N,Y,Y,N,Y,neurospora_crassa_core_61_114_2,1,,GCF_000182925.2,PRJNA132,SAMN02953583,AABX00000000.3,reference genome,367110,5141,Neurospora crassa OR74A,strain=OR74A,na,latest,Chromosome,Major,Full,2013-10-25,NC12,Broad Institute,GCA_000182925.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/182/925/GCF_000182925.2_NC12,na,na,na,haploid,fungi,41037538,40996763,48.5,7,20,411,Broad Institute,Annotation submitted by Broad Institute,2023-04-03,10590,9757,815,12712197,,GCF_000182925.2_NC12_genomic.fna.gz
cryptococcus_gattii_wm276_gca_000185945,EnsemblFungi,367775,ASM18594v1,GCA_000185945.1,2014-10-CanadasMichaelSmithGenomeSciencesCentre,N,N,N,N,N,Y,fungi_basidiomycota1_collection_core_61_114_1,25,,GCF_000185945.1,PRJNA62089,SAMN03081419,na,reference genome,367775,37769,Cryptococcus gattii WM276,strain=WM276,na,latest,Chromosome,Major,Full,2011-01-12,ASM18594v1,Canada's Michael Smith Genome Sciences Centre,GCA_000185945.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/185/945/GCF_000185945.1_ASM18594v1,na,na,na,haploid,fungi,18374760,18361704,48.0,14,14,14,Canada's Michael Smith Genome Sciences Centre,Annotation submitted by Canada's Michael Smith Genome Sciences Centre,2023-04-14,6580,6565,0,21304167,Cryptococcus_gattii_wm276_gca_000185945.ASM18594v1.dna.toplevel.fa,GCF_000185945.1_ASM18594v1_genomic.fna.gz
clavispora_lusitaniae_gca_001673695,EnsemblFungi,36911,ASM167369v2,GCA_001673695.2,2017-06-BordeauxUniversity,N,N,N,N,N,Y,fungi_ascomycota3_collection_core_61_114_1,276,,GCF_014636115.1,PRJNA1128260,SAMN11056370,JAASFG000000000.1,reference genome,36911,36911,Clavispora lusitaniae,strain=FDAARGOS_655,na,latest,Contig,Major,Full,2020-09-18,ASM1463611v1,US Food and Drug Administration,GCA_014636115.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/636/115/GCF_014636115.1_ASM1463611v1,na,na,na,haploid,fungi,12128633,12128633,44.5,0,8,8,US Food and Drug Administration,Annotation submitted by US Food and Drug Administration,2024-06-26,5702,5483,219,na,Clavispora_lusitaniae_gca_001673695.ASM167369v2.dna.toplevel.fa,GCF_014636115.1_ASM1463611v1_genomic.fna.gz
clavispora_lusitaniae_gca_009498055,EnsemblFungi,36911,ASM949805v1,GCA_009498055.1,2019-11-UniversityofLausanne,N,N,N,N,N,Y,fungi_ascomycota4_collection_core_61_114_1,187,,GCF_014636115.1,PRJNA1128260,SAMN11056370,JAASFG000000000.1,reference genome,36911,36911,Clavispora lusitaniae,strain=FDAARGOS_655,na,latest,Contig,Major,Full,2020-09-18,ASM1463611v1,US Food and Drug Administration,GCA_014636115.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/636/115/GCF_014636115.1_ASM1463611v1,na,na,na,haploid,fungi,12128633,12128633,44.5,0,8,8,US Food and Drug Administration,Annotation submitted by US Food and Drug Administration,2024-06-26,5702,5483,219,na,Clavispora_lusitaniae_gca_009498055.ASM949805v1.dna.toplevel.fa,GCF_014636115.1_ASM1463611v1_genomic.fna.gz
clavispora_lusitaniae_gca_009498075,EnsemblFungi,36911,ASM949807v1,GCA_009498075.1,2019-11-UniversityofLausanne,N,N,N,N,N,Y,fungi_ascomycota4_collection_core_61_114_1,151,,GCF_014636115.1,PRJNA1128260,SAMN11056370,JAASFG000000000.1,reference genome,36911,36911,Clavispora lusitaniae,strain=FDAARGOS_655,na,latest,Contig,Major,Full,2020-09-18,ASM1463611v1,US Food and Drug Administration,GCA_014636115.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/636/115/GCF_014636115.1_ASM1463611v1,na,na,na,haploid,fungi,12128633,12128633,44.5,0,8,8,US Food and Drug Administration,Annotation submitted by US Food and Drug Administration,2024-06-26,5702,5483,219,na,Clavispora_lusitaniae_gca_009498075.ASM949807v1.dna.toplevel.fa,GCF_014636115.1_ASM1463611v1_genomic.fna.gz
clavispora_lusitaniae_gca_009498095,EnsemblFungi,36911,ASM949809v1,GCA_009498095.1,2019-11-UniversityofLausanne,N,N,N,N,N,Y,fungi_ascomycota4_collection_core_61_114_1,142,,GCF_014636115.1,PRJNA1128260,SAMN11056370,JAASFG000000000.1,reference genome,36911,36911,Clavispora lusitaniae,strain=FDAARGOS_655,na,latest,Contig,Major,Full,2020-09-18,ASM1463611v1,US Food and Drug Administration,GCA_014636115.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/636/115/GCF_014636115.1_ASM1463611v1,na,na,na,haploid,fungi,12128633,12128633,44.5,0,8,8,US Food and Drug Administration,Annotation submitted by US Food and Drug Administration,2024-06-26,5702,5483,219,na,Clavispora_lusitaniae_gca_009498095.ASM949809v1.dna.toplevel.fa,GCF_014636115.1_ASM1463611v1_genomic.fna.gz
clavispora_lusitaniae_gca_009498115,EnsemblFungi,36911,ASM949811v1,GCA_009498115.1,2019-11-UniversityofLausanne,N,N,N,N,N,Y,fungi_ascomycota5_collection_core_61_114_1,109,,GCF_014636115.1,PRJNA1128260,SAMN11056370,JAASFG000000000.1,reference genome,36911,36911,Clavispora lusitaniae,strain=FDAARGOS_655,na,latest,Contig,Major,Full,2020-09-18,ASM1463611v1,US Food and Drug Administration,GCA_014636115.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/636/115/GCF_014636115.1_ASM1463611v1,na,na,na,haploid,fungi,12128633,12128633,44.5,0,8,8,US Food and Drug Administration,Annotation submitted by US Food and Drug Administration,2024-06-26,5702,5483,219,na,Clavispora_lusitaniae_gca_009498115.ASM949811v1.dna.toplevel.fa,GCF_014636115.1_ASM1463611v1_genomic.fna.gz
clavispora_lusitaniae_gca_009498135,EnsemblFungi,36911,ASM949813v1,GCA_009498135.1,2019-11-UniversityofLausanne,N,N,N,N,N,Y,fungi_ascomycota4_collection_core_61_114_1,201,,GCF_014636115.1,PRJNA1128260,SAMN11056370,JAASFG000000000.1,reference genome,36911,36911,Clavispora lusitaniae,strain=FDAARGOS_655,na,latest,Contig,Major,Full,2020-09-18,ASM1463611v1,US Food and Drug Administration,GCA_014636115.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/636/115/GCF_014636115.1_ASM1463611v1,na,na,na,haploid,fungi,12128633,12128633,44.5,0,8,8,US Food and Drug Administration,Annotation submitted by US Food and Drug Administration,2024-06-26,5702,5483,219,na,Clavispora_lusitaniae_gca_009498135.ASM949813v1.dna.toplevel.fa,GCF_014636115.1_ASM1463611v1_genomic.fna.gz
talaromyces_marneffei_gca_009556855,EnsemblFungi,37727,ASM955685v1,GCA_009556855.1,2019-11-BroadInstitute,N,N,N,N,N,Y,fungi_ascomycota4_collection_core_61_114_1,175,,GCF_009556855.1,PRJNA945037,SAMN10960796,na,reference genome,37727,37727,Talaromyces marneffei,na,11CN-20-091,latest,Complete Genome,Major,Full,2019-11-05,ASM955685v1,Broad Institute,GCA_009556855.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/556/855/GCF_009556855.1_ASM955685v1,na,na,na,haploid,fungi,28198338,28198338,47.0,8,8,8,Broad Institute,Annotation submitted by Broad Institute,2023-03-16,10066,9994,50,na,Talaromyces_marneffei_gca_009556855.ASM955685v1.dna.toplevel.fa,GCF_009556855.1_ASM955685v1_genomic.fna.gz
talaromyces_marneffei_gca_009650675,EnsemblFungi,37727,ASM965067v1,GCA_009650675.1,2020-03-BroadInstitute,N,N,N,N,N,Y,fungi_ascomycota5_collection_core_61_114_1,151,,GCF_009556855.1,PRJNA945037,SAMN10960796,na,reference genome,37727,37727,Talaromyces marneffei,na,11CN-20-091,latest,Complete Genome,Major,Full,2019-11-05,ASM955685v1,Broad Institute,GCA_009556855.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/556/855/GCF_009556855.1_ASM955685v1,na,na,na,haploid,fungi,28198338,28198338,47.0,8,8,8,Broad Institute,Annotation submitted by Broad Institute,2023-03-16,10066,9994,50,na,Talaromyces_marneffei_gca_009650675.ASM965067v1.dna.toplevel.fa,GCF_009556855.1_ASM955685v1_genomic.fna.gz
pseudocercospora_fijiensis_cirad86_gca_000340215,EnsemblFungi,383855,Mycfi2,GCA_000340215.1,2013-04-DOEJointGenomeInstitute,N,N,N,Y,N,Y,fungi_ascomycota1_collection_core_61_114_1,98,,GCF_000340215.1,PRJNA245146,SAMN02744058,AIHZ00000000.1,reference genome,383855,1873960,Pseudocercospora fijiensis CIRAD86,strain=CIRAD86,na,latest,Scaffold,Major,Full,2013-02-26,Mycfi2,DOE Joint Genome Institute,GCA_000340215.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/340/215/GCF_000340215.1_Mycfi2,na,na,na,haploid,fungi,74141167,73730520,45.0,0,56,778,DOE Joint Genome Institute,Annotation submitted by DOE Joint Genome Institute,2020-02-05,13125,13059,48,23236275,Pseudocercospora_fijiensis_cirad86_gca_000340215.Mycfi2.dna.toplevel.fa,GCF_000340215.1_Mycfi2_genomic.fna.gz
trematosphaeria_pertusa_gca_010094035,EnsemblFungi,390896,Trepe1,GCA_010094035.1,2020-02-DOEJointGenomeInstitute,N,N,N,N,N,Y,fungi_ascomycota4_collection_core_61_114_1,247,,GCF_010094035.1,PRJNA625778,SAMN05660896,JAAEIY000000000.1,reference genome,390896,390896,Trematosphaeria pertusa,strain=CBS 122368,na,latest,Scaffold,Major,Full,2020-01-31,Trepe1,DOE Joint Genome Institute,GCA_010094035.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/094/035/GCF_010094035.1_Trepe1,na,assembly from type material,na,haploid,fungi,47745773,47061615,51.5,0,101,812,DOE Joint Genome Institute,Annotation submitted by DOE Joint Genome Institute,2020-04-27,17364,17296,62,na,Trematosphaeria_pertusa_gca_010094035.Trepe1.dna.toplevel.fa,GCF_010094035.1_Trepe1_genomic.fna.gz
trichoderma_gamsii_gca_001481775,EnsemblFungi,398673,TGAM01v2,GCA_001481775.2,2018-03-UniversityofPisa,N,N,N,N,N,Y,fungi_ascomycota3_collection_core_61_114_1,49,,GCF_001481775.2,PRJNA342687,SAMN02849381,JPDN00000000.2,reference genome,398673,398673,Trichoderma gamsii,strain=T6085,na,latest,Scaffold,Major,Full,2018-02-02,TGAM01v2,University of Pisa,GCA_001481775.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/481/775/GCF_001481775.2_TGAM01v2,na,na,na,haploid,fungi,37908251,37907810,49.0,0,172,172,University of Pisa,Annotation submitted by University of Pisa,2018-04-04,11171,11171,0,26893428,Trichoderma_gamsii_gca_001481775.TGAM01v2.dna.toplevel.fa,GCF_001481775.2_TGAM01v2_genomic.fna.gz
schizosaccharomyces_japonicus,EnsemblFungi,402676,SJ5,GCA_000149845.2,2013-08-Broad,N,N,N,Y,Y,Y,schizosaccharomyces_japonicus_core_61_114_2,1,,GCF_000149845.2,PRJNA32667,SAMN02953668,AATM00000000.2,reference genome,402676,4897,Schizosaccharomyces japonicus yFS275,strain=yFS275,na,latest,Scaffold,Major,Full,2013-08-16,SJ5,Broad Institute,GCA_000149845.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/149/845/GCF_000149845.2_SJ5,na,na,na,haploid,fungi,11733154,11135996,44.0,0,32,87,Broad Institute,Annotation submitted by Broad Institute,2017-10-11,5224,4878,337,21511999,,GCF_000149845.2_SJ5_genomic.fna.gz
nosema_ceranae_gca_000988165,EnsemblFungi,40302,ASM98816v1,GCA_000988165.1,2015-05-UniversityofOttawa,N,N,N,N,N,Y,fungi_microsporidia1_collection_core_61_114_1,22,,GCF_000988165.1,PRJNA445857,SAMN02213592,JPQZ00000000.1,reference genome,40302,40302,Vairimorpha ceranae,strain=PA08 1199,na,latest,Contig,Major,Full,2015-05-05,ASM98816v1,University of Ottawa,GCA_000988165.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/988/165/GCF_000988165.1_ASM98816v1,na,na,na,haploid,fungi,5690748,5690748,25.5,0,536,536,University of Ottawa,Annotation submitted by University of Ottawa,2018-03-31,3265,3209,37,25914091,Nosema_ceranae_gca_000988165.ASM98816v1.dna.toplevel.fa,GCF_000988165.1_ASM98816v1_genomic.fna.gz
aspergillus_thermomutatus_gca_002237265,EnsemblFungi,41047,ASM223726v2,GCA_002237265.2,2018-10-UniversityofMontreal,N,N,N,N,N,Y,fungi_ascomycota3_collection_core_61_114_1,280,,GCF_002237265.1,PRJNA495493,SAMN07177963,NKHU00000000.2,reference genome,41047,41047,Aspergillus thermomutatus,strain=HMR AF 39,na,latest,Contig,Major,Full,2018-09-12,ASM223726v2,University of Montreal,GCA_002237265.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/237/265/GCF_002237265.1_ASM223726v2,na,na,na,haploid,fungi,30945974,30945974,50.0,0,647,647,University of Montreal,Annotation submitted by University of Montreal,2025-02-21,9701,9701,0,na,Aspergillus_thermomutatus_gca_002237265.ASM223726v2.dna.toplevel.fa,GCF_002237265.1_ASM223726v2_genomic.fna.gz
aspergillus_candidus_gca_002847045,EnsemblFungi,41067,Aspcand1,GCA_002847045.1,2018-01-DOEJointGenomeInstitute,N,N,N,N,N,Y,fungi_ascomycota3_collection_core_61_114_1,282,,GCF_002847045.1,PRJNA453588,SAMN05446799,PKFS00000000.1,reference genome,41067,41067,Aspergillus candidus,strain=CBS 102.13,na,latest,Scaffold,Major,Full,2017-12-21,Aspcand1,DOE Joint Genome Institute,GCA_002847045.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/847/045/GCF_002847045.1_Aspcand1,na,na,na,haploid,fungi,27317772,27309638,52.0,0,268,316,DOE Joint Genome Institute,Annotation submitted by DOE Joint Genome Institute,2025-02-21,9803,9639,163,na,Aspergillus_candidus_gca_002847045.Aspcand1.dna.toplevel.fa,GCF_002847045.1_Aspcand1_genomic.fna.gz
trichoderma_virens,EnsemblFungi,413071,ASM17099v1,GCA_000170995.2,2011-11-JGI,N,N,N,Y,Y,Y,trichoderma_virens_core_61_114_2,1,,GCF_000170995.1,PRJNA264113,SAMN02744059,ABDF00000000.2,reference genome,413071,29875,Trichoderma virens Gv29-8,strain=Gv29-8,na,latest,Scaffold,Major,Full,2011-11-29,TRIVI v2.0,DOE Joint Genome Institute,GCA_000170995.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/170/995/GCF_000170995.1_TRIVI_v2.0,na,na,na,haploid,fungi,39022666,39022654,49.0,0,93,93,DOE Joint Genome Institute,Annotation submitted by DOE Joint Genome Institute,2023-12-29,12382,12382,0,21501500,,GCF_000170995.1_TRIVI_v2.0_genomic.fna.gz
penicillium_antarcticum_gca_002072345,EnsemblFungi,416450,ASM207234v1,GCA_002072345.1,2017-04-ChalmersUniversityofTechnology,N,N,N,Y,N,Y,fungi_ascomycota3_collection_core_61_114_1,225,,GCF_028974205.1,PRJNA973687,SAMN30185295,JAPZBM000000000.1,reference genome,416450,416450,Penicillium antarcticum,strain=IBT 31339,na,latest,Contig,Major,Full,2023-02-23,ASM2897420v1,Aalborg University,GCA_028974205.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/974/205/GCF_028974205.1_ASM2897420v1,na,na,na,haploid,fungi,30836278,30836278,49.0,0,11,11,Aalborg University,Annotation submitted by Aalborg University,2023-07-27,11212,11212,0,36726175,Penicillium_antarcticum_gca_002072345.ASM207234v1.dna.toplevel.fa,GCF_028974205.1_ASM2897420v1_genomic.fna.gz
puccinia_graminis,EnsemblFungi,418459,ASM14992v1,GCA_000149925.1,2012-02-Broad,Y,N,Y,Y,Y,Y,puccinia_graminis_core_61_114_1,1,,GCF_000149925.1,PRJNA66375,SAMN00013043,AAWC00000000.1,reference genome,418459,5297,Puccinia graminis f. sp. tritici CRL 75-36-700-3,strain=CRL 75-36-700-3,na,latest,Scaffold,Major,Full,2008-08-26,ASM14992v1,Broad Institute,GCA_000149925.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/149/925/GCF_000149925.1_ASM14992v1,na,na,na,haploid,fungi,88644628,81521292,43.5,0,392,4557,Broad Institute,Annotation submitted by Broad Institute,2023-11-13,16308,15799,436,na,,GCF_000149925.1_ASM14992v1_genomic.fna.gz
