Index	Sequence ID	Virus Tax ID	FTP Path
18174	NC_023891	1478160	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/918/095/GCF_000918095.1_ViralProj243630
18175	NC_023892	1468172	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/919/115/GCF_000919115.1_ViralProj243632
18176	NC_023893	2003398	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/920/615/GCF_000920615.1_ViralProj243633
18177	NC_023894	1480065	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/920/595/GCF_000920595.1_ViralProj243629
18178	NC_023895	1163708	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/919/755/GCF_000919755.1_ViralProj243631
18179	NC_023896	1461792	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/918/115/GCF_000918115.1_ViralProj243827
18180	NC_023983	1211481	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/919/775/GCF_000919775.1_ViralProj244308
18181	NC_023984	1233383	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/920/655/GCF_000920655.1_ViralProj244478
18182	NC_023985	1482734	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/919/155/GCF_000919155.1_ViralProj244477
18183	NC_023986	1482319	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/919/795/GCF_000919795.1_CASV
18184	NC_023987	1481453	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/918/135/GCF_000918135.1_ViralProj244475
18185	NC_023988	1483681	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/920/635/GCF_000920635.1_ViralProj244474
18186	NC_023989	1492296	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/919/135/GCF_000919135.1_ViralProj244473
18187	NC_024009	N/A	N/A
18188	NC_024010	N/A	N/A
18189	NC_024011	N/A	N/A
18190	NC_024012	N/A	N/A
18191	NC_024013	N/A	N/A
18192	NC_024014	N/A	N/A
18193	NC_024016	1487185	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/918/155/GCF_000918155.1_ViralProj244737
18194	NC_024017	1485186	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/920/675/GCF_000920675.1_ViralProj244736
18195	NC_024018	188938	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/919/835/GCF_000919835.1_ViralProj244947
18196	NC_024031	1489836	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/919/195/GCF_000919195.1_ViralProj245453
18197	NC_024070	1511807	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/918/175/GCF_000918175.1_ViralProj246130
18198	NC_024071	1489714	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/920/695/GCF_000920695.1_ViralProj246129
18199	NC_024073	47681	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/919/855/GCF_000919855.1_ViralProj246231
18200	NC_024074	N/A	N/A
18201	NC_024075	N/A	N/A
18202	NC_024076	N/A	N/A
18203	NC_024077	1495316	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/918/195/GCF_000918195.1_ViralProj247502
18204	NC_024078	1493858	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/920/715/GCF_000920715.1_ViralProj247501
18205	NC_024111	N/A	N/A
18206	NC_024112	N/A	N/A
18207	NC_024113	N/A	N/A
18208	NC_024114	N/A	N/A
18209	NC_024115	1497019	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/918/215/GCF_000918215.1_ViralProj248100
18210	NC_024116	1498504	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/922/655/GCF_000922655.1_ViralProj248098
18211	NC_024118	1497391	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/922/675/GCF_000922675.1_ViralProj248102
18212	NC_024119	1488557	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/919/895/GCF_000919895.1_ViralProj248101
18213	NC_024120	2902768	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/920/755/GCF_000920755.1_ViralProj248318
18214	NC_024121	1481112	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/920/775/GCF_000920775.1_ViralProj248461
18215	NC_024122	1446492	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/922/695/GCF_000922695.1_ViralProj248322
18216	NC_024123	1462608	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/918/235/GCF_000918235.1_ViralProj248320
18217	NC_024124	1430444	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/919/915/GCF_000919915.2_ViralProj248321
18218	NC_024125	1495285	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/918/255/GCF_000918255.1_ViralProj248462
18219	NC_024134	1446490	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/919/935/GCF_000919935.1_ViralProj248531
18220	NC_024135	1486424	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/919/995/GCF_000919995.1_ViralProj248633
18221	NC_024136	1458714	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/918/335/GCF_000918335.1_ViralProj248636
18222	NC_024137	584892	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/918/315/GCF_000918315.1_ViralProj248632
18223	NC_024138	1471542	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/919/975/GCF_000919975.1_ViralProj248629
18224	NC_024139	1446489	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/920/795/GCF_000920795.1_ViralProj248533
18225	NC_024140	1476391	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/918/275/GCF_000918275.1_ViralProj248534
18226	NC_024141	1486425	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/922/755/GCF_000922755.1_ViralProj248630
18227	NC_024142	1458848	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/922/735/GCF_000922735.2_ViralProj248626
18228	NC_024143	1468169	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/918/295/GCF_000918295.1_ViralProj248628
18229	NC_024144	1411095	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/922/715/GCF_000922715.1_ViralProj248532
18230	NC_024145	1463811	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/922/775/GCF_000922775.1_ViralProj248634
18231	NC_024146	1468411	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/920/815/GCF_000920815.1_ViralProj248627
18232	NC_024147	1486427	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/920/835/GCF_000920835.1_ViralProj248631
18233	NC_024148	1486426	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/920/855/GCF_000920855.1_ViralProj248635
18234	NC_024149	1486423	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/919/955/GCF_000919955.1_ViralProj248625
18235	NC_024150	943083	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/920/015/GCF_000920015.1_ViralProj248745
18236	NC_024151	1485922	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/922/795/GCF_000922795.1_ViralProj248746
18237	NC_024203	1476887	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/920/915/GCF_000920915.1_ViralProj251389
18238	NC_024204	1465613	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/920/035/GCF_000920035.1_ViralProj249091
18239	NC_024205	1486660	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/920/895/GCF_000920895.1_ViralProj249093
18240	NC_024206	1416334	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/507/495/GCF_001507495.1_ViralProj249087
18241	NC_024207	1486658	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/922/835/GCF_000922835.1_ViralProj249096
18242	NC_024208	1476888	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/922/855/GCF_000922855.1_ViralProj251392
18243	NC_024209	1458711	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/920/975/GCF_000920975.1_ViralProj251394
18244	NC_024210	1495286	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/918/355/GCF_000918355.1_ViralProj249090
18245	NC_024211	1486661	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/920/055/GCF_000920055.1_ViralProj249095
18246	NC_024212	N/A	N/A
18247	NC_024213	1486659	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/922/815/GCF_000922815.1_ViralProj249092
18248	NC_024214	1476889	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/923/495/GCF_000923495.1_ViralProj251393
18249	NC_024215	1476886	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/920/955/GCF_000920955.1_ViralProj251390
18250	NC_024216	1486657	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/920/935/GCF_000920935.1_ViralProj249094
18251	NC_024217	1472912	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/921/795/GCF_000921795.1_ViralProj251391
18252	NC_024296	1715291	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/921/835/GCF_000921835.1_ViralProj252622
18253	NC_024297	1435485	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/922/875/GCF_000922875.1_ViralProj252619
18254	NC_024298	1502101	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/920/995/GCF_000920995.1_ViralProj252621
18255	NC_024299	1286143	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/923/535/GCF_000923535.2_ViralProj252624
18256	NC_024300	1463817	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/922/895/GCF_000922895.1_ViralProj252623
18257	NC_024301	1505530	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/923/515/GCF_000923515.1_ViralProj252620
18258	NC_024303	1504288	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/921/015/GCF_000921015.1_ViralProj252717
18259	NC_024304	N/A	N/A
18260	NC_024305	N/A	N/A
18261	NC_024306	1343901	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/921/855/GCF_000921855.1_ViralProj252745
18262	NC_024329	2784187	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/507/515/GCF_001507515.1_ViralProj253205
18263	NC_024330	1481224	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/922/915/GCF_000922915.1_ViralProj253206
18264	NC_024354	1327934	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/923/635/GCF_000923635.1_ViralProj253325
18265	NC_024355	1500386	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/921/075/GCF_000921075.1_ViralProj253318
18266	NC_024356	1445858	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/921/115/GCF_000921115.1_ViralProj253326
18267	NC_024357	1448274	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/921/895/GCF_000921895.1_ViralProj253223
18268	NC_024358	1357732	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/923/615/GCF_000923615.1_ViralProj253321
18269	NC_024359	1173764	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/921/135/GCF_000921135.1_ViralProj253330
18270	NC_024360	1486421	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/923/595/GCF_000923595.1_ViralProj253225
18271	NC_024361	1448273	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/921/875/GCF_000921875.1_ViralProj253219
18272	NC_024362	1500756	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/921/095/GCF_000921095.1_ViralProj253322
18273	NC_024363	1486403	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/922/975/GCF_000922975.1_ViralProj253320
18274	NC_024364	1486422	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/923/575/GCF_000923575.1_ViralProj253221
18275	NC_024365	1500757	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/921/055/GCF_000921055.1_ViralProj253222
18276	NC_024366	1486473	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/923/655/GCF_000923655.1_ViralProj253329
18277	NC_024367	1477404	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/923/015/GCF_000923015.1_IMEphi4
18278	NC_024368	1498204	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/921/935/GCF_000921935.1_ViralProj253323
18279	NC_024369	1500713	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/922/995/GCF_000922995.1_ViralProj253324
18280	NC_024370	1448276	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/922/935/GCF_000922935.1_ViralProj253220
18281	NC_024371	1486469	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/921/955/GCF_000921955.1_ViralProj253327
18282	NC_024372	1506184	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/923/555/GCF_000923555.1_ViralProj253217
18283	NC_024373	1506157	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/921/035/GCF_000921035.1_ViralProj253218
18284	NC_024375	1173745	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/921/915/GCF_000921915.1_ViralProj253319
18285	NC_024376	1424280	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/921/215/GCF_000921215.1_ViralProj253396
18286	NC_024377	1454041	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/921/975/GCF_000921975.1_ViralProj253339
18287	NC_024378	1262521	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/922/015/GCF_000922015.1_ViralProj253389
18288	NC_024379	1498170	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/923/095/GCF_000923095.1_ViralProj253394
18289	NC_024380	1262520	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/923/055/GCF_000923055.1_ViralProj253386
18290	NC_024381	1476390	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/923/035/GCF_000923035.1_ViralProj253340
18291	NC_024382	138184	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/923/715/GCF_000923715.1_ViralProj253391
18292	NC_024383	1458855	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/923/695/GCF_000923695.1_ViralProj253387
18293	NC_024384	1458852	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/921/995/GCF_000921995.1_ViralProj253385
18294	NC_024385	1262517	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/921/195/GCF_000921195.1_ViralProj253392
18295	NC_024386	1262518	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/922/055/GCF_000922055.1_ViralProj253397
18296	NC_024387	1458856	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/923/075/GCF_000923075.1_ViralProj253390
18297	NC_024388	1262519	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/921/175/GCF_000921175.1_ViralProj253388
18298	NC_024389	1262523	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/922/035/GCF_000922035.1_ViralProj253393
18299	NC_024390	1262515	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/923/735/GCF_000923735.1_ViralProj253395
18300	NC_024391	1464127	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/923/675/GCF_000923675.1_ViralProj253383
18301	NC_024392	1458857	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/921/155/GCF_000921155.1_ViralProj253384
18302	NC_024443	N/A	N/A
18303	NC_024444	1508711	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/923/115/GCF_000923115.1_ViralProj253463
18304	NC_024445	N/A	N/A
18305	NC_024446	648998	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/923/135/GCF_000923135.1_Penguinpox_virus
18306	NC_024447	10264	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/922/075/GCF_000922075.1_FeP2
18307	NC_024449	1424279	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/921/255/GCF_000921255.1_ViralProj253575
18308	NC_024450	1510155	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/922/095/GCF_000922095.1_FaHV-1_v1.0
18309	NC_024451	72201	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/923/155/GCF_000923155.1_ViralProj253719
18310	NC_024452	717641	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/922/115/GCF_000922115.1_ViralProj253740
18311	NC_024453	795694	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/923/795/GCF_000923795.2_ViralProj253738
18312	NC_024454	740933	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/921/275/GCF_000921275.1_ViralProj253739
18313	NC_024455	1514896	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/923/175/GCF_000923175.1_ViralProj253818
18314	NC_024457	N/A	N/A
18315	NC_024458	1176736	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/923/195/GCF_000923195.1_ViralProj254434
18316	NC_024471	2170240	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/922/155/GCF_000922155.1_ViralProj255103
18317	NC_024472	1518575	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/923/215/GCF_000923215.1_ViralProj255104
18318	NC_024473	11280	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/923/855/GCF_000923855.1_ViralProj255105
18319	NC_024474	764030	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/921/315/GCF_000921315.1_ViralProj255102
18320	NC_024476	1520332	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/921/335/GCF_000921335.2_ViralProj255707
18321	NC_024477	1521385	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/921/375/GCF_000921375.1_ViralProj255735
18322	NC_024478	1521386	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/923/895/GCF_000923895.1_ViralProj255734
18323	NC_024479	1521387	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/923/255/GCF_000923255.1_ViralProj255733
18324	NC_024480	1521388	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/922/195/GCF_000922195.1_ViralProj255732
18325	NC_024481	1521389	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/921/355/GCF_000921355.1_ViralProj255731
18326	NC_024482	1521390	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/923/875/GCF_000923875.1_ViralProj255730
18327	NC_024483	1521391	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/923/235/GCF_000923235.1_ViralProj255729
18328	NC_024484	1521392	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/922/175/GCF_000922175.1_ViralProj255728
18329	NC_024485	1476202	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/922/215/GCF_000922215.1_ViralProj255787
18330	NC_024486	1520006	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/923/915/GCF_000923915.1_ViralProj255793
18331	NC_024487	1500865	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/922/235/GCF_000922235.1_Nora_Virus_From_Drosophila_subobscura
18332	NC_024488	1500866	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/921/395/GCF_000921395.1_ViralProj255794
18333	NC_024489	1522179	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/923/275/GCF_000923275.1_ViralProj255792
18334	NC_024490	1507403	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/923/295/GCF_000923295.1_ViralProj255800
18335	NC_024491	1431395	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/923/935/GCF_000923935.1_ViralProj255801
18336	NC_024492	N/A	N/A
18337	NC_024493	N/A	N/A
18338	NC_024494	N/A	N/A
18339	NC_024495	N/A	N/A
18340	NC_024496	N/A	N/A
18341	NC_024497	1521188	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/923/955/GCF_000923955.1_ViralProj256085
18342	NC_024498	1522059	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/922/275/GCF_000922275.1_ViralProj256091
18343	NC_024499	N/A	N/A
18344	NC_024500	N/A	N/A
18345	NC_024501	N/A	N/A
18346	NC_024502	N/A	N/A
18347	NC_024503	N/A	N/A
18348	NC_024504	N/A	N/A
18349	NC_024505	N/A	N/A
18350	NC_024506	N/A	N/A
18351	NC_024507	N/A	N/A
18352	NC_024508	N/A	N/A
18353	NC_024509	N/A	N/A
18354	NC_024510	N/A	N/A
18355	NC_024625	1346829	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/923/335/GCF_000923335.1_ViralProj257515
18356	NC_024684	874272	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/923/975/GCF_000923975.1_ViralProj257662
18357	NC_024685	1523858	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/922/295/GCF_000922295.1_ViralProj257698
18358	NC_024686	1472425	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/922/315/GCF_000922315.1_ViralProj257702
18359	NC_024687	875323	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/921/455/GCF_000921455.1_ViralProj257697
18360	NC_024689	2004486	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/921/475/GCF_000921475.1_ViralProj257701
18361	NC_024690	1516080	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/923/995/GCF_000923995.1_ViralProj257700
18362	NC_024691	1516081	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/923/355/GCF_000923355.1_ViralProj257699
18363	NC_024692	1529056	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/922/375/GCF_000922375.1_ViralProj259190
18364	NC_024693	1489312	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/921/495/GCF_000921495.1_ViralProj257743
18365	NC_024694	1525173	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/924/015/GCF_000924015.1_ViralProj257742
18366	NC_024695	875325	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/830/205/GCF_002830205.1_ASM283020v1
18367	NC_024696	768738	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/922/355/GCF_000922355.1_ViralProj258185
18368	NC_024697	1474867	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/922/335/GCF_000922335.1_ViralProj258005
18369	NC_024699	1532180	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/924/035/GCF_000924035.1_ViralProj258162
18370	NC_024700	1530454	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/923/395/GCF_000923395.1_ViralProj258099
18371	NC_024701	1538452	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/921/515/GCF_000921515.1_ViralProj258184
18372	NC_024702	1034377	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/923/415/GCF_000923415.1_ViralProj258186
18373	NC_024703	1532031	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/924/055/GCF_000924055.1_ViralProj258281
18374	NC_024704	N/A	N/A
18375	NC_024705	N/A	N/A
18376	NC_024706	N/A	N/A
18377	NC_024707	N/A	N/A
18378	NC_024708	N/A	N/A
18379	NC_024709	1986118	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/924/075/GCF_000924075.1_07-53_v1
18380	NC_024710	944995	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/921/555/GCF_000921555.1_ViralProj259293
18381	NC_024765	1534544	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/923/455/GCF_000923455.1_ViralProj259972
18382	NC_024766	1534545	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/924/115/GCF_000924115.1_ViralProj259984
18383	NC_024767	1534546	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/923/475/GCF_000923475.1_ViralProj259983
18384	NC_024768	1534547	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/922/415/GCF_000922415.1_ViralProj259982
18385	NC_024769	2847848	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/921/575/GCF_000921575.1_ViralProj259981
18386	NC_024770	2764087	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/924/095/GCF_000924095.1_ViralProj259980
18387	NC_024771	80341	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/921/595/GCF_000921595.1_ViralProj259985
18388	NC_024772	2170121	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/926/055/GCF_000926055.1_ViralProj259991
18389	NC_024773	2170123	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/921/615/GCF_000921615.1_ViralProj259989
18390	NC_024774	2170125	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/926/035/GCF_000926035.1_ViralProj259987
18391	NC_024775	2170124	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/924/135/GCF_000924135.1_ViralProj259988
18392	NC_024776	2170122	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/922/455/GCF_000922455.1_ViralProj259990
18393	NC_024777	1538101	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/922/435/GCF_000922435.1_ViralProj259986
18394	NC_024778	1881951	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/374/355/GCF_002374355.1_ASM237435v1
18395	NC_024779	N/A	N/A
18396	NC_024781	N/A	N/A
18397	NC_024782	1391190	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/922/475/GCF_000922475.1_ViralProj260422
18398	NC_024783	1527514	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/922/495/GCF_000922495.1_ViralProj260479
18399	NC_024784	1416030	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/921/635/GCF_000921635.1_ViralProj260420
18400	NC_024785	1505225	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/926/095/GCF_000926095.1_ViralProj260480
18401	NC_024786	1395983	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/922/515/GCF_000922515.1_ViralProj260483
18402	NC_024787	1486413	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/924/175/GCF_000924175.1_ViralProj260452
18403	NC_024788	1486662	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/926/075/GCF_000926075.1_ViralProj260451
18404	NC_024789	1416031	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/924/195/GCF_000924195.1_ViralProj260481
18405	NC_024790	1391223	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/924/215/GCF_000924215.1_ViralProj260485
18406	NC_024791	1529058	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/921/695/GCF_000921695.1_ViralProj260486
18407	NC_024792	1527469	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/921/655/GCF_000921655.1_ViralProj260453
18408	NC_024793	1416028	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/921/675/GCF_000921675.1_ViralProj260482
18409	NC_024794	1391224	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/926/115/GCF_000926115.1_ViralProj260484
18410	NC_024805	1445557	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/922/535/GCF_000922535.1_ViralProj260714
