Index,Sequence ID,Virus Tax ID,FTP Path,RefSeq Filename,Query Length,subject_length,blast_output,n_of_-7,n_of_-6,n_of_-5,n_of_-4,n_of_-3,n_of_-2,n_of_-1,n_of_0,n_of_1,n_of_2,n_of_3,n_of_4,n_of_5,n_of_6,n_of_7,binary_filename
24830,NC_047851,2027888,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/629/305/GCF_002629305.1_ASM262930v1,GCF_002629305.1_ASM262930v1_genomic.fna,50774,50774,/Users/gboldirev1/Documents/refseq/24830_NC_047851_blast.xml,0,0,0,0,0,0,0,0,50774,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/24830_NC_047851_blast_subject_array_1748966586.bin
24831,NC_047852,1815956,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/629/845/GCF_002629845.1_ASM262984v1,GCF_002629845.1_ASM262984v1_genomic.fna,42351,42351,/Users/gboldirev1/Documents/refseq/24831_NC_047852_blast.xml,0,0,0,0,0,0,0,0,42351,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/24831_NC_047852_blast_subject_array_1748966586.bin
24832,NC_047853,947379,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/630/265/GCF_002630265.1_ASM263026v1,GCF_002630265.1_ASM263026v1_genomic.fna,142072,142072,/Users/gboldirev1/Documents/refseq/24832_NC_047853_blast.xml,0,0,0,0,0,0,0,0,142072,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/24832_NC_047853_blast_subject_array_1748966586.bin
24833,NC_047854,947842,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/630/925/GCF_002630925.1_ASM263092v1,GCF_002630925.1_ASM263092v1_genomic.fna,28765,28765,/Users/gboldirev1/Documents/refseq/24833_NC_047854_blast.xml,0,0,0,0,0,0,0,0,28765,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/24833_NC_047854_blast_subject_array_1748966586.bin
24834,NC_047855,1319980,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/633/585/GCF_002633585.1_ASM263358v1,GCF_002633585.1_ASM263358v1_genomic.fna,17602,17602,/Users/gboldirev1/Documents/refseq/24834_NC_047855_blast.xml,0,0,0,0,0,0,0,0,17602,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/24834_NC_047855_blast_subject_array_1748966586.bin
24835,NC_047856,1871708,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/709/805/GCF_002709805.1_ASM270980v1,GCF_002709805.1_ASM270980v1_genomic.fna,44911,44911,/Users/gboldirev1/Documents/refseq/24835_NC_047856_blast.xml,0,0,0,0,0,0,0,10272,34639,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/24835_NC_047856_blast_subject_array_1748966586.bin
24836,NC_047857,1897515,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/709/945/GCF_002709945.1_ASM270994v2,GCF_002709945.1_ASM270994v2_genomic.fna,44024,44024,/Users/gboldirev1/Documents/refseq/24836_NC_047857_blast.xml,0,0,0,0,0,0,0,0,44024,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/24836_NC_047857_blast_subject_array_1748966586.bin
24837,NC_047858,1837877,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/743/475/GCF_002743475.1_ASM274347v1,GCF_002743475.1_ASM274347v1_genomic.fna,44601,44601,/Users/gboldirev1/Documents/refseq/24837_NC_047858_blast.xml,0,0,0,0,0,0,0,0,44601,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/24837_NC_047858_blast_subject_array_1748966586.bin
24838,NC_047859,1920294,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/743/495/GCF_002743495.1_ASM274349v1,GCF_002743495.1_ASM274349v1_genomic.fna,117842,117842,/Users/gboldirev1/Documents/refseq/24838_NC_047859_blast.xml,0,0,0,0,0,0,0,0,117842,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/24838_NC_047859_blast_subject_array_1748966586.bin
24839,NC_047860,2024607,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/743/595/GCF_002743595.1_ASM274359v1,GCF_002743595.1_ASM274359v1_genomic.fna,44638,44638,/Users/gboldirev1/Documents/refseq/24839_NC_047860_blast.xml,0,0,0,0,0,0,0,0,44638,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/24839_NC_047860_blast_subject_array_1748966586.bin
24840,NC_047861,2029657,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/743/695/GCF_002743695.1_ASM274369v1,GCF_002743695.1_ASM274369v1_genomic.fna,94005,94005,/Users/gboldirev1/Documents/refseq/24840_NC_047861_blast.xml,0,0,0,0,0,0,0,0,94005,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/24840_NC_047861_blast_subject_array_1748966586.bin
24841,NC_047862,2041211,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/743/855/GCF_002743855.1_ASM274385v1,GCF_002743855.1_ASM274385v1_genomic.fna,42518,42518,/Users/gboldirev1/Documents/refseq/24841_NC_047862_blast.xml,0,0,0,0,0,0,0,0,42518,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/24841_NC_047862_blast_subject_array_1748966586.bin
24842,NC_047863,2048005,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/745/295/GCF_002745295.1_ASM274529v1,GCF_002745295.1_ASM274529v1_genomic.fna,50552,50552,/Users/gboldirev1/Documents/refseq/24842_NC_047863_blast.xml,0,0,0,0,0,0,0,0,50552,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/24842_NC_047863_blast_subject_array_1748966586.bin
24844,NC_047865,2507411,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/745/795/GCF_002745795.1_ASM274579v1,GCF_002745795.1_ASM274579v1_genomic.fna,42439,42439,/Users/gboldirev1/Documents/refseq/24844_NC_047865_blast.xml,0,0,0,0,0,0,0,0,42439,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/24844_NC_047865_blast_subject_array_1748966586.bin
24845,NC_047866,1747286,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/745/815/GCF_002745815.1_ASM274581v1,GCF_002745815.1_ASM274581v1_genomic.fna,42167,42167,/Users/gboldirev1/Documents/refseq/24845_NC_047866_blast.xml,0,0,0,0,0,0,0,0,42167,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/24845_NC_047866_blast_subject_array_1748966586.bin
24846,NC_047867,1075774,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/755/095/GCF_002755095.1_ASM275509v1,GCF_002755095.1_ASM275509v1_genomic.fna,38202,38202,/Users/gboldirev1/Documents/refseq/24846_NC_047867_blast.xml,0,0,0,0,0,0,0,0,38202,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/24846_NC_047867_blast_subject_array_1748966586.bin
24847,NC_047868,1220602,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/755/275/GCF_002755275.1_ASM275527v1,GCF_002755275.1_ASM275527v1_genomic.fna,46486,46486,/Users/gboldirev1/Documents/refseq/24847_NC_047868_blast.xml,0,0,0,0,0,0,0,0,46486,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/24847_NC_047868_blast_subject_array_1748966586.bin
24848,NC_047869,1220715,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/755/335/GCF_002755335.1_ASM275533v1,GCF_002755335.1_ASM275533v1_genomic.fna,43619,43619,/Users/gboldirev1/Documents/refseq/24848_NC_047869_blast.xml,0,0,0,0,0,0,0,0,43619,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/24848_NC_047869_blast_subject_array_1748966586.bin
24849,NC_047870,1220716,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/755/355/GCF_002755355.1_ASM275535v1,GCF_002755355.1_ASM275535v1_genomic.fna,45962,45962,/Users/gboldirev1/Documents/refseq/24849_NC_047870_blast.xml,0,0,0,0,0,0,0,0,45962,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/24849_NC_047870_blast_subject_array_1748966586.bin
24850,NC_047871,1486414,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/756/155/GCF_002756155.1_ASM275615v1,GCF_002756155.1_ASM275615v1_genomic.fna,136589,136589,/Users/gboldirev1/Documents/refseq/24850_NC_047871_blast.xml,0,0,0,0,0,0,0,0,136589,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/24850_NC_047871_blast_subject_array_1748966586.bin
24851,NC_047872,1486419,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/756/175/GCF_002756175.1_ASM275617v1,GCF_002756175.1_ASM275617v1_genomic.fna,136468,136468,/Users/gboldirev1/Documents/refseq/24851_NC_047872_blast.xml,0,0,0,0,0,0,0,0,136468,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/24851_NC_047872_blast_subject_array_1748966586.bin
24852,NC_047873,1873993,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/757/895/GCF_002757895.1_ASM275789v1,GCF_002757895.1_ASM275789v1_genomic.fna,39215,39215,/Users/gboldirev1/Documents/refseq/24852_NC_047873_blast.xml,0,0,0,0,0,0,0,0,39215,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/24852_NC_047873_blast_subject_array_1748966586.bin
24853,NC_047874,2761363,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/922/435/GCF_002922435.1_ASM292243v1,GCF_002922435.1_ASM292243v1_genomic.fna,39195,39195,/Users/gboldirev1/Documents/refseq/24853_NC_047874_blast.xml,0,0,0,0,0,0,0,0,39195,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/24853_NC_047874_blast_subject_array_1748966586.bin
24854,NC_047875,1912492,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/954/915/GCF_002954915.1_ASM295491v1,GCF_002954915.1_ASM295491v1_genomic.fna,39902,39902,/Users/gboldirev1/Documents/refseq/24854_NC_047875_blast.xml,0,0,0,0,0,0,0,0,39902,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/24854_NC_047875_blast_subject_array_1748966586.bin
24855,NC_047876,1916123,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/954/935/GCF_002954935.1_ASM295493v1,GCF_002954935.1_ASM295493v1_genomic.fna,59779,59779,/Users/gboldirev1/Documents/refseq/24855_NC_047876_blast.xml,0,0,0,0,0,0,0,0,59779,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/24855_NC_047876_blast_subject_array_1748966586.bin
24856,NC_047877,1916124,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/954/945/GCF_002954945.1_ASM295494v1,GCF_002954945.1_ASM295494v1_genomic.fna,62030,62030,/Users/gboldirev1/Documents/refseq/24856_NC_047877_blast.xml,0,0,0,0,0,0,0,0,62030,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/24856_NC_047877_blast_subject_array_1748966586.bin
24857,NC_047878,1916125,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/954/955/GCF_002954955.1_ASM295495v1,GCF_002954955.1_ASM295495v1_genomic.fna,60332,60332,/Users/gboldirev1/Documents/refseq/24857_NC_047878_blast.xml,0,0,0,0,0,0,0,0,60332,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/24857_NC_047878_blast_subject_array_1748966586.bin
24858,NC_047879,1916126,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/954/965/GCF_002954965.1_ASM295496v1,GCF_002954965.1_ASM295496v1_genomic.fna,60160,60160,/Users/gboldirev1/Documents/refseq/24858_NC_047879_blast.xml,0,0,0,0,0,0,0,0,60160,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/24858_NC_047879_blast_subject_array_1748966586.bin
24859,NC_047880,1983553,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/955/045/GCF_002955045.1_ASM295504v1,GCF_002955045.1_ASM295504v1_genomic.fna,261365,261365,/Users/gboldirev1/Documents/refseq/24859_NC_047880_blast.xml,0,0,0,0,0,0,0,0,261365,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/24859_NC_047880_blast_subject_array_1748966587.bin
24860,NC_047881,1983588,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/955/055/GCF_002955055.1_ASM295505v1,GCF_002955055.1_ASM295505v1_genomic.fna,113299,113299,/Users/gboldirev1/Documents/refseq/24860_NC_047881_blast.xml,0,0,0,0,0,0,0,0,113299,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/24860_NC_047881_blast_subject_array_1748966587.bin
24861,NC_047882,1983595,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/955/095/GCF_002955095.1_ASM295509v1,GCF_002955095.1_ASM295509v1_genomic.fna,111671,111671,/Users/gboldirev1/Documents/refseq/24861_NC_047882_blast.xml,0,0,0,0,0,0,0,0,111671,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/24861_NC_047882_blast_subject_array_1748966587.bin
24862,NC_047883,2059857,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/955/315/GCF_002955315.1_ASM295531v1,GCF_002955315.1_ASM295531v1_genomic.fna,41730,41730,/Users/gboldirev1/Documents/refseq/24862_NC_047883_blast.xml,0,0,0,0,0,0,0,0,41730,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/24862_NC_047883_blast_subject_array_1748966587.bin
24863,NC_047884,2024325,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/955/445/GCF_002955445.1_ASM295544v1,GCF_002955445.1_ASM295544v1_genomic.fna,121986,121986,/Users/gboldirev1/Documents/refseq/24863_NC_047884_blast.xml,0,0,0,0,0,0,0,0,121986,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/24863_NC_047884_blast_subject_array_1748966587.bin
24864,NC_047885,2024330,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/955/495/GCF_002955495.1_ASM295549v1,GCF_002955495.1_ASM295549v1_genomic.fna,120622,120622,/Users/gboldirev1/Documents/refseq/24864_NC_047885_blast.xml,0,0,0,0,0,0,0,0,120622,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/24864_NC_047885_blast_subject_array_1748966587.bin
24865,NC_047886,2041489,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/956/045/GCF_002956045.1_ASM295604v1,GCF_002956045.1_ASM295604v1_genomic.fna,40142,40142,/Users/gboldirev1/Documents/refseq/24865_NC_047886_blast.xml,0,0,0,0,0,0,0,0,40142,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/24865_NC_047886_blast_subject_array_1748966587.bin
24866,NC_047887,2041492,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/956/075/GCF_002956075.1_ASM295607v1,GCF_002956075.1_ASM295607v1_genomic.fna,106185,106185,/Users/gboldirev1/Documents/refseq/24866_NC_047887_blast.xml,0,0,0,0,0,0,0,0,106185,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/24866_NC_047887_blast_subject_array_1748966587.bin
24867,NC_047888,2041493,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/956/085/GCF_002956085.1_ASM295608v1,GCF_002956085.1_ASM295608v1_genomic.fna,40657,40657,/Users/gboldirev1/Documents/refseq/24867_NC_047888_blast.xml,0,0,0,0,0,0,0,0,40657,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/24867_NC_047888_blast_subject_array_1748966587.bin
24868,NC_047889,2783800,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/956/175/GCF_002956175.1_ASM295617v1,GCF_002956175.1_ASM295617v1_genomic.fna,44784,44784,/Users/gboldirev1/Documents/refseq/24868_NC_047889_blast.xml,0,0,0,0,0,0,0,0,44784,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/24868_NC_047889_blast_subject_array_1748966587.bin
24869,NC_047890,2047782,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/956/205/GCF_002956205.1_ASM295620v1,GCF_002956205.1_ASM295620v1_genomic.fna,42686,42686,/Users/gboldirev1/Documents/refseq/24869_NC_047890_blast.xml,0,0,0,0,0,0,0,0,42686,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/24869_NC_047890_blast_subject_array_1748966587.bin
24870,NC_047891,2047830,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/956/255/GCF_002956255.1_ASM295625v1,GCF_002956255.1_ASM295625v1_genomic.fna,54867,54867,/Users/gboldirev1/Documents/refseq/24870_NC_047891_blast.xml,0,0,0,0,0,0,0,0,54867,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/24870_NC_047891_blast_subject_array_1748966587.bin
24871,NC_047892,2047831,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/956/265/GCF_002956265.1_ASM295626v1,GCF_002956265.1_ASM295626v1_genomic.fna,77354,77354,/Users/gboldirev1/Documents/refseq/24871_NC_047892_blast.xml,0,0,0,0,0,0,0,0,77354,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/24871_NC_047892_blast_subject_array_1748966587.bin
24872,NC_047893,2048061,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/957/145/GCF_002957145.1_ASM295714v1,GCF_002957145.1_ASM295714v1_genomic.fna,45814,45814,/Users/gboldirev1/Documents/refseq/24872_NC_047893_blast.xml,0,0,0,0,0,0,0,0,45814,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/24872_NC_047893_blast_subject_array_1748966587.bin
24873,NC_047894,2048979,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/957/185/GCF_002957185.1_ASM295718v2,GCF_002957185.1_ASM295718v2_genomic.fna,47868,47868,/Users/gboldirev1/Documents/refseq/24873_NC_047894_blast.xml,0,0,0,0,0,0,0,0,47868,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/24873_NC_047894_blast_subject_array_1748966587.bin
24874,NC_047895,2053563,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/957/255/GCF_002957255.1_ASM295725v1,GCF_002957255.1_ASM295725v1_genomic.fna,39919,39919,/Users/gboldirev1/Documents/refseq/24874_NC_047895_blast.xml,0,0,0,0,0,0,0,0,39919,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/24874_NC_047895_blast_subject_array_1748966587.bin
24875,NC_047896,2053604,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/957/285/GCF_002957285.1_ASM295728v1,GCF_002957285.1_ASM295728v1_genomic.fna,41567,41567,/Users/gboldirev1/Documents/refseq/24875_NC_047896_blast.xml,0,0,0,0,0,0,0,0,41567,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/24875_NC_047896_blast_subject_array_1748966587.bin
24876,NC_047897,2053682,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/957/325/GCF_002957325.1_Lenus,GCF_002957325.1_Lenus_genomic.fna,78891,78891,/Users/gboldirev1/Documents/refseq/24876_NC_047897_blast.xml,0,0,0,0,0,0,0,0,78891,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/24876_NC_047897_blast_subject_array_1748966587.bin
24877,NC_047898,2053686,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/957/345/GCF_002957345.1_ASM295734v1,GCF_002957345.1_ASM295734v1_genomic.fna,50316,50316,/Users/gboldirev1/Documents/refseq/24877_NC_047898_blast.xml,0,0,0,0,0,0,0,0,50316,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/24877_NC_047898_blast_subject_array_1748966587.bin
24878,NC_047899,2783801,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/957/385/GCF_002957385.1_ASM295738v1,GCF_002957385.1_ASM295738v1_genomic.fna,44895,44895,/Users/gboldirev1/Documents/refseq/24878_NC_047899_blast.xml,0,0,0,0,0,0,0,0,44895,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/24878_NC_047899_blast_subject_array_1748966587.bin
24879,NC_047900,2054272,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/957/475/GCF_002957475.1_ASM295747v1,GCF_002957475.1_ASM295747v1_genomic.fna,159631,159631,/Users/gboldirev1/Documents/refseq/24879_NC_047900_blast.xml,0,0,0,0,0,0,0,0,159631,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/24879_NC_047900_blast_subject_array_1748966587.bin
24880,NC_047901,2054273,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/957/485/GCF_002957485.1_ASM295748v1,GCF_002957485.1_ASM295748v1_genomic.fna,157281,157281,/Users/gboldirev1/Documents/refseq/24880_NC_047901_blast.xml,0,0,0,0,0,0,0,0,157281,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/24880_NC_047901_blast_subject_array_1748966587.bin
24881,NC_047902,2059856,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/957/525/GCF_002957525.1_ASM295752v1,GCF_002957525.1_ASM295752v1_genomic.fna,87196,87196,/Users/gboldirev1/Documents/refseq/24881_NC_047902_blast.xml,0,0,0,0,0,0,0,0,87196,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/24881_NC_047902_blast_subject_array_1748966587.bin
24882,NC_047903,2059879,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/957/545/GCF_002957545.1_ASM295754v1,GCF_002957545.1_ASM295754v1_genomic.fna,44603,44603,/Users/gboldirev1/Documents/refseq/24882_NC_047903_blast.xml,0,0,0,0,0,0,0,0,44603,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/24882_NC_047903_blast_subject_array_1748966587.bin
24883,NC_047904,2059880,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/957/555/GCF_002957555.1_ASM295755v1,GCF_002957555.1_ASM295755v1_genomic.fna,42551,42551,/Users/gboldirev1/Documents/refseq/24883_NC_047904_blast.xml,0,0,0,0,0,0,0,0,42551,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/24883_NC_047904_blast_subject_array_1748966587.bin
24884,NC_047905,2059881,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/957/565/GCF_002957565.1_ASM295756v1,GCF_002957565.1_ASM295756v1_genomic.fna,41872,41872,/Users/gboldirev1/Documents/refseq/24884_NC_047905_blast.xml,0,0,0,0,0,0,0,0,41872,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/24884_NC_047905_blast_subject_array_1748966587.bin
24885,NC_047906,2059883,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/957/585/GCF_002957585.1_ASM295758v1,GCF_002957585.1_ASM295758v1_genomic.fna,42890,42890,/Users/gboldirev1/Documents/refseq/24885_NC_047906_blast.xml,0,0,0,0,0,0,0,0,42890,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/24885_NC_047906_blast_subject_array_1748966587.bin
24886,NC_047907,2060945,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/957/775/GCF_002957775.1_ASM295777v1,GCF_002957775.1_ASM295777v1_genomic.fna,50249,50249,/Users/gboldirev1/Documents/refseq/24886_NC_047907_blast.xml,0,0,0,0,0,0,0,0,50249,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/24886_NC_047907_blast_subject_array_1748966587.bin
24887,NC_047908,2066504,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/957/955/GCF_002957955.1_ASM295795v1,GCF_002957955.1_ASM295795v1_genomic.fna,40945,40945,/Users/gboldirev1/Documents/refseq/24887_NC_047908_blast.xml,0,0,0,0,0,0,0,0,40945,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/24887_NC_047908_blast_subject_array_1748966587.bin
24888,NC_047909,2070181,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/958/055/GCF_002958055.1_ASM295805v1,GCF_002958055.1_ASM295805v1_genomic.fna,61716,61716,/Users/gboldirev1/Documents/refseq/24888_NC_047909_blast.xml,0,0,0,0,0,0,0,0,61716,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/24888_NC_047909_blast_subject_array_1748966587.bin
24889,NC_047910,2070182,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/958/065/GCF_002958065.1_ASM295806v1,GCF_002958065.1_ASM295806v1_genomic.fna,49573,49573,/Users/gboldirev1/Documents/refseq/24889_NC_047910_blast.xml,0,0,0,0,0,0,0,0,49573,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/24889_NC_047910_blast_subject_array_1748966587.bin
24890,NC_047911,2070183,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/958/075/GCF_002958075.1_ASM295807v1,GCF_002958075.1_ASM295807v1_genomic.fna,48211,48211,/Users/gboldirev1/Documents/refseq/24890_NC_047911_blast.xml,0,0,0,0,0,0,0,0,48211,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/24890_NC_047911_blast_subject_array_1748966587.bin
24891,NC_047912,2070184,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/958/085/GCF_002958085.1_ASM295808v1,GCF_002958085.1_ASM295808v1_genomic.fna,34075,34075,/Users/gboldirev1/Documents/refseq/24891_NC_047912_blast.xml,0,0,0,0,0,0,0,0,34075,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/24891_NC_047912_blast_subject_array_1748966587.bin
24892,NC_047913,2070185,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/958/095/GCF_002958095.1_ASM295809v1,GCF_002958095.1_ASM295809v1_genomic.fna,36636,36636,/Users/gboldirev1/Documents/refseq/24892_NC_047913_blast.xml,0,0,0,0,0,0,0,0,36636,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/24892_NC_047913_blast_subject_array_1748966587.bin
24893,NC_047914,2070186,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/958/105/GCF_002958105.1_ASM295810v1,GCF_002958105.1_ASM295810v1_genomic.fna,54286,54286,/Users/gboldirev1/Documents/refseq/24893_NC_047914_blast.xml,0,0,0,0,0,0,0,0,54286,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/24893_NC_047914_blast_subject_array_1748966587.bin
24894,NC_047915,2070187,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/958/115/GCF_002958115.1_ASM295811v1,GCF_002958115.1_ASM295811v1_genomic.fna,54725,54725,/Users/gboldirev1/Documents/refseq/24894_NC_047915_blast.xml,0,0,0,0,0,0,0,0,54725,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/24894_NC_047915_blast_subject_array_1748966587.bin
24895,NC_047916,2070188,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/958/125/GCF_002958125.1_ASM295812v1,GCF_002958125.1_ASM295812v1_genomic.fna,58391,58391,/Users/gboldirev1/Documents/refseq/24895_NC_047916_blast.xml,0,0,0,0,0,0,0,0,58391,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/24895_NC_047916_blast_subject_array_1748966587.bin
24896,NC_047917,2070198,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/958/225/GCF_002958225.1_ASM295822v1,GCF_002958225.1_ASM295822v1_genomic.fna,45495,45495,/Users/gboldirev1/Documents/refseq/24896_NC_047917_blast.xml,0,0,0,0,0,0,0,0,45495,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/24896_NC_047917_blast_subject_array_1748966587.bin
