Index	Sequence ID	Virus Tax ID	FTP Path	RefSeq Filename
20906	NC_032414	1922378	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/925/675/GCF_001925675.1_ViralProj359276	GCF_001925675.1_ViralProj359276_genomic.fna
20907	NC_032415	1922443	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/926/615/GCF_001926615.1_ViralProj359311	GCF_001926615.1_ViralProj359311_genomic.fna
20908	NC_032416	1922441	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/926/295/GCF_001926295.1_ViralProj359313	GCF_001926295.1_ViralProj359313_genomic.fna
20909	NC_032417	1922390	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/926/915/GCF_001926915.1_ViralProj359270	GCF_001926915.1_ViralProj359270_genomic.fna
20910	NC_032419	1923280	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/926/735/GCF_001926735.1_ViralProj359347	GCF_001926735.1_ViralProj359347_genomic.fna
20911	NC_032420	1923654	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/925/895/GCF_001925895.1_ViralProj359332	GCF_001925895.1_ViralProj359332_genomic.fna
20912	NC_032421	1922446	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/925/835/GCF_001925835.1_ViralProj359308	GCF_001925835.1_ViralProj359308_genomic.fna
20913	NC_032422	1923409	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/925/935/GCF_001925935.1_ViralProj359340	GCF_001925935.1_ViralProj359340_genomic.fna
20914	NC_032423	1906173	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/925/475/GCF_001925475.1_ViralProj359251	GCF_001925475.1_ViralProj359251_genomic.fna
20915	NC_032424	1923307	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/925/955/GCF_001925955.1_ViralProj359344	GCF_001925955.1_ViralProj359344_genomic.fna
20916	NC_032425	1923282	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/927/235/GCF_001927235.1_ViralProj359346	GCF_001927235.1_ViralProj359346_genomic.fna
20917	NC_032426	1906170	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/925/335/GCF_001925335.1_ViralProj359252	GCF_001925335.1_ViralProj359252_genomic.fna
20918	NC_032427	1922367	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/926/135/GCF_001926135.1_ViralProj359281	GCF_001926135.1_ViralProj359281_genomic.fna
20919	NC_032428	1922354	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/925/435/GCF_001925435.1_ViralProj359243	GCF_001925435.1_ViralProj359243_genomic.fna
20920	NC_032429	1923530	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/926/675/GCF_001926675.1_ViralProj359335	GCF_001926675.1_ViralProj359335_genomic.fna
20921	NC_032430	1922366	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/926/975/GCF_001926975.1_ViralProj359282	GCF_001926975.1_ViralProj359282_genomic.fna
20922	NC_032431	1923285	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/926/395/GCF_001926395.1_ViralProj359345	GCF_001926395.1_ViralProj359345_genomic.fna
20923	NC_032432	1922365	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/926/475/GCF_001926475.1_ViralProj359283	GCF_001926475.1_ViralProj359283_genomic.fna
20924	NC_032433	1547219	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/925/995/GCF_001925995.1_ViralProj359253	GCF_001925995.1_ViralProj359253_genomic.fna
20925	NC_032434	1922432	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/926/875/GCF_001926875.1_ViralProj359262	GCF_001926875.1_ViralProj359262_genomic.fna
20926	NC_032435	1923418	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/926/695/GCF_001926695.1_ViralProj359339	GCF_001926695.1_ViralProj359339_genomic.fna
20927	NC_032436	1923451	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/926/355/GCF_001926355.1_ViralProj359337	GCF_001926355.1_ViralProj359337_genomic.fna
20928	NC_032437	1922352	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/925/395/GCF_001925395.1_ViralProj359245	GCF_001925395.1_ViralProj359245_genomic.fna
20929	NC_032438	1923463	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/925/915/GCF_001925915.1_ViralProj359336	GCF_001925915.1_ViralProj359336_genomic.fna
20930	NC_032439	1922353	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/925/295/GCF_001925295.1_ViralProj359244	GCF_001925295.1_ViralProj359244_genomic.fna
20931	NC_032440	1923780	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/927/135/GCF_001927135.1_ViralProj359326	GCF_001927135.1_ViralProj359326_genomic.fna
20932	NC_032441	1922430	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/925/615/GCF_001925615.1_ViralProj359264	GCF_001925615.1_ViralProj359264_genomic.fna
20933	NC_032442	1922360	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/925/415/GCF_001925415.1_ViralProj359239	GCF_001925415.1_ViralProj359239_genomic.fna
20934	NC_032443	1923425	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/927/195/GCF_001927195.1_ViralProj359338	GCF_001927195.1_ViralProj359338_genomic.fna
20935	NC_032444	1922361	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/926/755/GCF_001926755.1_ViralProj359238	GCF_001926755.1_ViralProj359238_genomic.fna
20936	NC_032445	1922428	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/926/895/GCF_001926895.1_ViralProj359266	GCF_001926895.1_ViralProj359266_genomic.fna
20937	NC_032446	1922362	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/925/715/GCF_001925715.1_ViralProj359284	GCF_001925715.1_ViralProj359284_genomic.fna
20938	NC_032447	1922429	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/926/055/GCF_001926055.1_ViralProj359265	GCF_001926055.1_ViralProj359265_genomic.fna
20939	NC_032448	1922440	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/925/495/GCF_001925495.1_ViralProj359255	GCF_001925495.1_ViralProj359255_genomic.fna
20940	NC_032449	1922376	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/926/955/GCF_001926955.1_ViralProj359278	GCF_001926955.1_ViralProj359278_genomic.fna
20941	NC_032450	1922452	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/926/575/GCF_001926575.1_ViralProj359303	GCF_001926575.1_ViralProj359303_genomic.fna
20942	NC_032451	1922381	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/926/935/GCF_001926935.1_ViralProj359274	GCF_001926935.1_ViralProj359274_genomic.fna
20943	NC_032452	1922458	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/926/555/GCF_001926555.1_ViralProj359299	GCF_001926555.1_ViralProj359299_genomic.fna
20944	NC_032453	1923262	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/926/995/GCF_001926995.1_ViralProj359286	GCF_001926995.1_ViralProj359286_genomic.fna
20945	NC_032454	1922439	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/925/575/GCF_001925575.1_ViralProj359256	GCF_001925575.1_ViralProj359256_genomic.fna
20946	NC_032455	1923278	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/926/155/GCF_001926155.1_ViralProj359285	GCF_001926155.1_ViralProj359285_genomic.fna
20947	NC_032456	1922385	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/926/095/GCF_001926095.1_ViralProj359273	GCF_001926095.1_ViralProj359273_genomic.fna
20948	NC_032457	1922451	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/925/815/GCF_001925815.1_ViralProj359304	GCF_001925815.1_ViralProj359304_genomic.fna
20949	NC_032458	1930507	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/375/015/GCF_002375015.1_ASM237501v1	GCF_002375015.1_ASM237501v1_genomic.fna
20950	NC_032459	1922388	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/926/415/GCF_001926415.1_ViralProj359271	GCF_001926415.1_ViralProj359271_genomic.fna
20951	NC_032460	1922456	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/925/795/GCF_001925795.1_ViralProj359300	GCF_001925795.1_ViralProj359300_genomic.fna
20952	NC_032461	1922460	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/927/055/GCF_001927055.1_ViralProj359298	GCF_001927055.1_ViralProj359298_genomic.fna
20953	NC_032462	1923680	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/926/655/GCF_001926655.1_ViralProj359331	GCF_001926655.1_ViralProj359331_genomic.fna
20954	NC_032463	1922437	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/926/855/GCF_001926855.1_ViralProj359258	GCF_001926855.1_ViralProj359258_genomic.fna
20955	NC_032464	1922431	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/925/535/GCF_001925535.1_ViralProj359263	GCF_001925535.1_ViralProj359263_genomic.fna
20956	NC_032465	1922370	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/926/455/GCF_001926455.1_ViralProj359279	GCF_001926455.1_ViralProj359279_genomic.fna
20957	NC_032466	1922447	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/926/595/GCF_001926595.1_ViralProj359307	GCF_001926595.1_ViralProj359307_genomic.fna
20958	NC_032467	1922438	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/926/015/GCF_001926015.1_ViralProj359257	GCF_001926015.1_ViralProj359257_genomic.fna
20959	NC_032468	1922448	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/927/095/GCF_001927095.1_ViralProj359306	GCF_001927095.1_ViralProj359306_genomic.fna
20960	NC_032469	1922492	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/926/535/GCF_001926535.1_ViralProj359295	GCF_001926535.1_ViralProj359295_genomic.fna
20961	NC_032470	1922436	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/925/515/GCF_001925515.1_ViralProj359259	GCF_001925515.1_ViralProj359259_genomic.fna
20962	NC_032471	1923399	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/926/375/GCF_001926375.1_ViralProj359341	GCF_001926375.1_ViralProj359341_genomic.fna
20963	NC_032472	1923333	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/926/715/GCF_001926715.1_ViralProj359343	GCF_001926715.1_ViralProj359343_genomic.fna
20964	NC_032473	1923615	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/926/335/GCF_001926335.1_ViralProj359333	GCF_001926335.1_ViralProj359333_genomic.fna
20965	NC_032474	1923391	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/927/215/GCF_001927215.1_ViralProj359342	GCF_001927215.1_ViralProj359342_genomic.fna
20966	NC_032475	1929030	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/149/865/GCF_002149865.1_ViralProj387019	GCF_002149865.1_ViralProj387019_genomic.fna
20967	NC_032476	1922393	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/925/555/GCF_001925555.1_ViralProj359267	GCF_001925555.1_ViralProj359267_genomic.fna
20968	NC_032477	1922386	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/925/655/GCF_001925655.1_ViralProj359272	GCF_001925655.1_ViralProj359272_genomic.fna
20969	NC_032478	1922496	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/926/195/GCF_001926195.1_ViralProj359293	GCF_001926195.1_ViralProj359293_genomic.fna
20970	NC_032479	1930508	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/374/995/GCF_002374995.1_ASM237499v1	GCF_002374995.1_ASM237499v1_genomic.fna
20971	NC_032480	1930509	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/374/975/GCF_002374975.1_ASM237497v1	GCF_002374975.1_ASM237497v1_genomic.fna
20972	NC_032481	1922435	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/925/595/GCF_001925595.1_ViralProj359260	GCF_001925595.1_ViralProj359260_genomic.fna
20973	NC_032482	1922493	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/927/035/GCF_001927035.1_ViralProj359294	GCF_001927035.1_ViralProj359294_genomic.fna
20974	NC_032483	1923760	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/925/875/GCF_001925875.1_ViralProj359328	GCF_001925875.1_ViralProj359328_genomic.fna
20975	NC_032484	1906175	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/926/815/GCF_001926815.1_ViralProj359250	GCF_001926815.1_ViralProj359250_genomic.fna
20976	NC_032485	1922445	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/926/275/GCF_001926275.1_ViralProj359309	GCF_001926275.1_ViralProj359309_genomic.fna
20977	NC_032486	1922461	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/926/215/GCF_001926215.1_ViralProj359297	GCF_001926215.1_ViralProj359297_genomic.fna
20978	NC_032487	1923579	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/927/175/GCF_001927175.1_ViralProj359334	GCF_001927175.1_ViralProj359334_genomic.fna
20979	NC_032488	1922368	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/925/695/GCF_001925695.1_ViralProj359280	GCF_001925695.1_ViralProj359280_genomic.fna
20980	NC_032490	1922391	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/926/075/GCF_001926075.1_ViralProj359269	GCF_001926075.1_ViralProj359269_genomic.fna
20981	NC_032491	1923779	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/926/635/GCF_001926635.1_ViralProj359327	GCF_001926635.1_ViralProj359327_genomic.fna
20982	NC_032492	1922351	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/926/795/GCF_001926795.1_ViralProj359246	GCF_001926795.1_ViralProj359246_genomic.fna
20983	NC_032493	1922498	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/926/515/GCF_001926515.1_ViralProj359291	GCF_001926515.1_ViralProj359291_genomic.fna
20984	NC_032494	1922497	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/925/755/GCF_001925755.1_ViralProj359292	GCF_001925755.1_ViralProj359292_genomic.fna
20985	NC_032495	1922499	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/927/015/GCF_001927015.1_ViralProj359290	GCF_001927015.1_ViralProj359290_genomic.fna
20986	NC_032496	1922350	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/925/455/GCF_001925455.1_ViralProj359247	GCF_001925455.1_ViralProj359247_genomic.fna
20987	NC_032497	1922444	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/927/115/GCF_001927115.1_ViralProj359310	GCF_001927115.1_ViralProj359310_genomic.fna
21017	NC_032527	1922569	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/149/785/GCF_002149785.1_ViralProj359363	GCF_002149785.1_ViralProj359363_genomic.fna
21018	NC_032528	1922586	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/935/765/GCF_001935765.1_ViralProj359901	GCF_001935765.1_ViralProj359901_genomic.fna
21019	NC_032529	1922622	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/933/925/GCF_001933925.1_ViralProj359835	GCF_001933925.1_ViralProj359835_genomic.fna
21020	NC_032530	1922610	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/933/705/GCF_001933705.1_ViralProj359845	GCF_001933705.1_ViralProj359845_genomic.fna
21021	NC_032531	1922591	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/935/745/GCF_001935745.1_ViralProj359897	GCF_001935745.1_ViralProj359897_genomic.fna
21022	NC_032532	1922548	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/934/865/GCF_001934865.1_ViralProj359860	GCF_001934865.1_ViralProj359860_genomic.fna
21023	NC_032533	1922546	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/934/425/GCF_001934425.1_ViralProj359862	GCF_001934425.1_ViralProj359862_genomic.fna
21024	NC_032534	1922661	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/933/525/GCF_001933525.1_ViralProj359809	GCF_001933525.1_ViralProj359809_genomic.fna
21025	NC_032535	1922584	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/935/505/GCF_001935505.1_ViralProj359903	GCF_001935505.1_ViralProj359903_genomic.fna
21026	NC_032536	1922659	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/933/805/GCF_001933805.1_ViralProj359811	GCF_001933805.1_ViralProj359811_genomic.fna
21027	NC_032537	1922562	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/934/805/GCF_001934805.1_ViralProj359848	GCF_001934805.1_ViralProj359848_genomic.fna
21028	NC_032538	1922673	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/935/865/GCF_001935865.1_ViralProj359921	GCF_001935865.1_ViralProj359921_genomic.fna
21029	NC_032539	1922528	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/935/705/GCF_001935705.1_ViralProj359889	GCF_001935705.1_ViralProj359889_genomic.fna
21030	NC_032540	1922648	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/933/845/GCF_001933845.1_ViralProj359819	GCF_001933845.1_ViralProj359819_genomic.fna
21031	NC_032541	1922656	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/934/185/GCF_001934185.1_ViralProj359814	GCF_001934185.1_ViralProj359814_genomic.fna
21032	NC_032542	1922605	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/934/145/GCF_001934145.1_ViralProj359879	GCF_001934145.1_ViralProj359879_genomic.fna
21033	NC_032543	1922654	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/934/645/GCF_001934645.1_ViralProj359816	GCF_001934645.1_ViralProj359816_genomic.fna
21034	NC_032544	1922655	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/933/825/GCF_001933825.1_ViralProj359815	GCF_001933825.1_ViralProj359815_genomic.fna
21035	NC_032545	1922575	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/935/525/GCF_001935525.1_ViralProj359907	GCF_001935525.1_ViralProj359907_genomic.fna
21036	NC_032546	1922606	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/934/505/GCF_001934505.1_ViralProj359878	GCF_001934505.1_ViralProj359878_genomic.fna
21037	NC_032547	1922570	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/935/165/GCF_001935165.1_ViralProj359910	GCF_001935165.1_ViralProj359910_genomic.fna
21038	NC_032548	1922600	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/934/525/GCF_001934525.1_ViralProj359882	GCF_001934525.1_ViralProj359882_genomic.fna
21039	NC_032549	1922627	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/934/725/GCF_001934725.1_ViralProj359832	GCF_001934725.1_ViralProj359832_genomic.fna
21040	NC_032550	1922573	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/935/385/GCF_001935385.1_ViralProj359908	GCF_001935385.1_ViralProj359908_genomic.fna
21041	NC_032551	1922624	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/934/285/GCF_001934285.1_ViralProj359834	GCF_001934285.1_ViralProj359834_genomic.fna
21042	NC_032552	1922616	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/933/945/GCF_001933945.1_ViralProj359839	GCF_001933945.1_ViralProj359839_genomic.fna
21043	NC_032553	1922588	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/935/345/GCF_001935345.1_ViralProj359900	GCF_001935345.1_ViralProj359900_genomic.fna
21044	NC_032554	1922674	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/935/445/GCF_001935445.1_ViralProj359920	GCF_001935445.1_ViralProj359920_genomic.fna
21045	NC_032555	1922651	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/934/205/GCF_001934205.1_ViralProj359818	GCF_001934205.1_ViralProj359818_genomic.fna
21046	NC_032556	1922607	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/935/005/GCF_001935005.1_ViralProj359877	GCF_001935005.1_ViralProj359877_genomic.fna
21047	NC_032557	1922597	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/935/685/GCF_001935685.1_ViralProj359884	GCF_001935685.1_ViralProj359884_genomic.fna
21048	NC_032558	1922652	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/933/565/GCF_001933565.1_ViralProj359817	GCF_001933565.1_ViralProj359817_genomic.fna
21049	NC_032559	1922542	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/934/445/GCF_001934445.1_ViralProj359866	GCF_001934445.1_ViralProj359866_genomic.fna
21050	NC_032560	1922646	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/934/565/GCF_001934565.1_ViralProj359891	GCF_001934565.1_ViralProj359891_genomic.fna
21051	NC_032561	1922670	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/935/465/GCF_001935465.1_ViralProj359924	GCF_001935465.1_ViralProj359924_genomic.fna
21052	NC_032562	1922618	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/934/305/GCF_001934305.1_ViralProj359838	GCF_001934305.1_ViralProj359838_genomic.fna
21053	NC_032563	1922599	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/935/265/GCF_001935265.1_ViralProj359883	GCF_001935265.1_ViralProj359883_genomic.fna
21054	NC_032564	1922539	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/934/965/GCF_001934965.1_ViralProj359869	GCF_001934965.1_ViralProj359869_genomic.fna
21055	NC_032565	1922677	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/935/845/GCF_001935845.1_ViralProj359917	GCF_001935845.1_ViralProj359917_genomic.fna
21056	NC_032566	1922666	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/933/785/GCF_001933785.1_ViralProj359807	GCF_001933785.1_ViralProj359807_genomic.fna
21057	NC_032567	1922660	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/934/165/GCF_001934165.1_ViralProj359810	GCF_001934165.1_ViralProj359810_genomic.fna
21058	NC_032568	1922540	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/934/905/GCF_001934905.1_ViralProj359868	GCF_001934905.1_ViralProj359868_genomic.fna
21059	NC_032569	1922560	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/934/365/GCF_001934365.1_ViralProj359850	GCF_001934365.1_ViralProj359850_genomic.fna
21060	NC_032570	1922647	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/934/665/GCF_001934665.1_ViralProj359820	GCF_001934665.1_ViralProj359820_genomic.fna
21061	NC_032571	1922541	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/934/085/GCF_001934085.1_ViralProj359867	GCF_001934085.1_ViralProj359867_genomic.fna
21062	NC_032572	1922582	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/935/785/GCF_001935785.1_ViralProj359905	GCF_001935785.1_ViralProj359905_genomic.fna
21063	NC_032573	1922603	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/935/665/GCF_001935665.1_ViralProj359880	GCF_001935665.1_ViralProj359880_genomic.fna
21064	NC_032574	1922549	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/934/045/GCF_001934045.1_ViralProj359859	GCF_001934045.1_ViralProj359859_genomic.fna
21065	NC_032575	1922682	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/935/185/GCF_001935185.1_ViralProj359914	GCF_001935185.1_ViralProj359914_genomic.fna
21066	NC_032576	1922530	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/935/645/GCF_001935645.1_ViralProj359876	GCF_001935645.1_ViralProj359876_genomic.fna
21067	NC_032577	1922614	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/933/685/GCF_001933685.1_ViralProj359841	GCF_001933685.1_ViralProj359841_genomic.fna
21068	NC_032578	1922615	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/934/765/GCF_001934765.1_ViralProj359840	GCF_001934765.1_ViralProj359840_genomic.fna
21069	NC_032579	1922667	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/935/245/GCF_001935245.1_ViralProj359926	GCF_001935245.1_ViralProj359926_genomic.fna
21070	NC_032580	1922632	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/933/885/GCF_001933885.1_ViralProj359827	GCF_001933885.1_ViralProj359827_genomic.fna
21071	NC_032581	1922641	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/935/085/GCF_001935085.1_ViralProj359894	GCF_001935085.1_ViralProj359894_genomic.fna
21072	NC_032582	1922628	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/933/905/GCF_001933905.1_ViralProj359831	GCF_001933905.1_ViralProj359831_genomic.fna
21073	NC_032583	1922536	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/934/105/GCF_001934105.1_ViralProj359871	GCF_001934105.1_ViralProj359871_genomic.fna
21074	NC_032584	1922629	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/934/265/GCF_001934265.1_ViralProj359830	GCF_001934265.1_ViralProj359830_genomic.fna
21075	NC_032585	1922593	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/934/585/GCF_001934585.1_ViralProj359895	GCF_001934585.1_ViralProj359895_genomic.fna
21076	NC_032586	1922680	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/935/565/GCF_001935565.1_ViralProj359915	GCF_001935565.1_ViralProj359915_genomic.fna
21077	NC_032587	1922527	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/935/065/GCF_001935065.1_ViralProj359890	GCF_001935065.1_ViralProj359890_genomic.fna
21078	NC_032588	1922639	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/933/585/GCF_001933585.1_ViralProj359821	GCF_001933585.1_ViralProj359821_genomic.fna
21079	NC_032589	1922529	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/935/285/GCF_001935285.1_ViralProj359888	GCF_001935285.1_ViralProj359888_genomic.fna
21080	NC_032590	1922609	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/934/345/GCF_001934345.1_ViralProj359846	GCF_001934345.1_ViralProj359846_genomic.fna
21081	NC_032591	1922595	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/934/545/GCF_001934545.1_ViralProj359886	GCF_001934545.1_ViralProj359886_genomic.fna
21082	NC_032592	1922553	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/934/025/GCF_001934025.1_ViralProj359855	GCF_001934025.1_ViralProj359855_genomic.fna
21083	NC_032593	1922645	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/935/305/GCF_001935305.1_ViralProj359892	GCF_001935305.1_ViralProj359892_genomic.fna
21084	NC_032594	1922668	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/935/885/GCF_001935885.1_ViralProj359925	GCF_001935885.1_ViralProj359925_genomic.fna
