,division,assembly,bioproject,organism_name,infraspecific_name,#assembly_accession,genome_size,fasta_filename,downloaded_filename,query_length,subject_length,blast_output
,1806994,GCA_006535985.1,PRJNA576245,Synchytrium microbalum,strain=JEL517,GCF_006535985.1,26244175,Synchytrium_microbalum_gca_006535985.ASM653598v1.dna.toplevel.fa,GCF_006535985.1_ASM653598v1_genomic.fna.gz, 26244175, 26244175,Synchytrium_microbalum_gca_006535985.ASM653598v1.dna.toplevel.fa_vs_GCF_006535985.1_ASM653598v1_genomic.fna_blast.xml
,1810919,GCA_003369625.1,PRJNA495496,Aspergillus mulundensis,strain=DSM 5745,GCF_003369625.1,45341896,Aspergillus_mulundensis_gca_003369625.ASM336962v1.dna.toplevel.fa,GCF_003369625.1_ASM336962v1_genomic.fna.gz, 45341896, 45341896,Aspergillus_mulundensis_gca_003369625.ASM336962v1.dna.toplevel.fa_vs_GCF_003369625.1_ASM336962v1_genomic.fna_blast.xml
,1835702,GCA_001773325.1,PRJNA395479,Penicillium arizonense,strain=CBS 141311,GCF_001773325.1,33729052,Penicillium_arizonense_gca_001773325.ASM177332v1.dna.toplevel.fa,GCF_001773325.1_ASM177332v1_genomic.fna.gz, 33729052, 33729052,Penicillium_arizonense_gca_001773325.ASM177332v1.dna.toplevel.fa_vs_GCF_001773325.1_ASM177332v1_genomic.fna_blast.xml
,1858805,GCA_000292625.1,PRJNA721985,Dacryopinax primogenitus,strain=DJM-731 SS1,GCF_000292625.1,29503487,Dacryopinax_primogenitus_gca_000292625.Dacryopinax_sp._DJM_731_SSP1_v1.0.dna.toplevel.fa,GCF_000292625.1_Dacryopinax_sp._DJM_731_SSP1_v1.0_genomic.fna.gz, 29503487, 29503487,Dacryopinax_primogenitus_gca_000292625.Dacryopinax_sp._DJM_731_SSP1_v1.0.dna.toplevel.fa_vs_GCF_000292625.1_Dacryopinax_sp._DJM_731_SSP1_v1.0_genomic.fna_blast.xml
,1913371,GCA_000250695.1,PRJNA925087,Nematocida ausubeli,strain=ERTm6,GCF_000738915.1,4276041,Nematocida_sp_1_ertm2_gca_000250695.Nema_parisii_ERTm2_V1.dna.toplevel.fa,GCF_000738915.1_Nema_sp_1_ERTm6_V2_genomic.fna.gz, 4700711, 4276041,Nematocida_sp_1_ertm2_gca_000250695.Nema_parisii_ERTm2_V1.dna.toplevel.fa_vs_GCF_000738915.1_Nema_sp_1_ERTm6_V2_genomic.fna_blast.xml
,1913371,GCA_000738915.1,PRJNA925087,Nematocida ausubeli,strain=ERTm6,GCF_000738915.1,4276041,Nematocida_sp_1_ertm6_gca_000738915.Nema_sp_1_ERTm6_V2.dna.toplevel.fa,GCF_000738915.1_Nema_sp_1_ERTm6_V2_genomic.fna.gz, 4276041, 4276041,Nematocida_sp_1_ertm6_gca_000738915.Nema_sp_1_ERTm6_V2.dna.toplevel.fa_vs_GCF_000738915.1_Nema_sp_1_ERTm6_V2_genomic.fna_blast.xml
,192010,GCA_900044065.1,PRJNA732906,Fusarium mangiferae,strain=MRC7560,GCF_900044065.1,46292722,Fusarium_mangiferae_gca_900044065.Genome_assembly_version_1.dna.toplevel.fa,GCF_900044065.1_Genome_assembly_version_1_genomic.fna.gz, 46292722, 46292722,Fusarium_mangiferae_gca_900044065.Genome_assembly_version_1.dna.toplevel.fa_vs_GCF_900044065.1_Genome_assembly_version_1_genomic.fna_blast.xml
,2020962,GCA_002818225.1,PRJNA973670,Malassezia vespertilionis,strain=CBS 15041,GCF_029542925.1,7595203,Malassezia_vespertilionis_gca_002818225.ASM281822v1.dna.toplevel.fa,GCF_029542925.1_ASM2954292v1_genomic.fna.gz, 7581597, 7595203,Malassezia_vespertilionis_gca_002818225.ASM281822v1.dna.toplevel.fa_vs_GCF_029542925.1_ASM2954292v1_genomic.fna_blast.xml
,2059318,GCA_000149585.1,PRJNA20041,Histoplasma mississippiense (nom. inval.),strain=NAm1,GCF_000149585.1,32988475,Histoplasma_capsulatum_nam1_gca_000149585.ASM14958v1.dna.toplevel.fa,GCF_000149585.1_ASM14958v1_genomic.fna.gz, 33030326, 33030326,Histoplasma_capsulatum_nam1_gca_000149585.ASM14958v1.dna.toplevel.fa_vs_GCF_000149585.1_ASM14958v1_genomic.fna_blast.xml
,209559,GCA_009176365.1,PRJNA602437,Aspergillus alliaceus,strain=CBS 536.65,GCF_009176365.1,40168528,Aspergillus_alliaceus_gca_009176365.Aspalli1.dna.toplevel.fa,GCF_009176365.1_Aspalli1_genomic.fna.gz, 40168528, 40168528,Aspergillus_alliaceus_gca_009176365.Aspalli1.dna.toplevel.fa_vs_GCF_009176365.1_Aspalli1_genomic.fna_blast.xml
,209559,GCA_009193605.1,PRJNA602437,Aspergillus alliaceus,strain=CBS 536.65,GCF_009176365.1,40168528,Aspergillus_alliaceus_gca_009193605.Aspalbe1.dna.toplevel.fa,GCF_009176365.1_Aspalli1_genomic.fna.gz, 40140031, 40168528,Aspergillus_alliaceus_gca_009193605.Aspalbe1.dna.toplevel.fa_vs_GCF_009176365.1_Aspalli1_genomic.fna_blast.xml
,212818,GCA_000836275.1,PRJNA326655,Exophiala mesophila,strain=CBS 40295,GCF_000836275.1,29273723,Exophiala_mesophila_gca_000836275.Exop_meso_CBS40295_V1.dna.toplevel.fa,GCF_000836275.1_Exop_meso_CBS40295_V1_genomic.fna.gz, 29273723, 29273723,Exophiala_mesophila_gca_000836275.Exop_meso_CBS40295_V1.dna.toplevel.fa_vs_GCF_000836275.1_Exop_meso_CBS40295_V1_genomic.fna_blast.xml
,212818,GCA_004011775.1,PRJNA326655,Exophiala mesophila,strain=CBS 40295,GCF_000836275.1,29273723,Exophiala_mesophila_gca_004011775.ASM401177v1.dna.toplevel.fa,GCF_000836275.1_Exop_meso_CBS40295_V1_genomic.fna.gz, 30432321, 29273723,Exophiala_mesophila_gca_004011775.ASM401177v1.dna.toplevel.fa_vs_GCF_000836275.1_Exop_meso_CBS40295_V1_genomic.fna_blast.xml
,215243,GCA_000835515.1,PRJNA326654,Exophiala oligosperma,strain=CBS 72588,GCF_000835515.1,38224514,Exophiala_oligosperma_gca_000835515.Exop_olig_CBS72588_V1.dna.toplevel.fa,GCF_000835515.1_Exop_olig_CBS72588_V1_genomic.fna.gz, 38224514, 38224514,Exophiala_oligosperma_gca_000835515.Exop_olig_CBS72588_V1.dna.toplevel.fa_vs_GCF_000835515.1_Exop_olig_CBS72588_V1_genomic.fna_blast.xml
,215250,GCA_003144295.1,PRJNA479905,Acaromyces ingoldii,strain=MCA 4198,GCF_003144295.1,19330111,Acaromyces_ingoldii_gca_003144295.Acain1.dna.toplevel.fa,GCF_003144295.1_Acain1_genomic.fna.gz, 19330111, 19330111,Acaromyces_ingoldii_gca_003144295.Acain1.dna.toplevel.fa_vs_GCF_003144295.1_Acain1_genomic.fna_blast.xml
,226230,GCA_000167075.2,PRJNA973683,Saccharomyces kudriavzevii IFO 1802,strain=IFO1802,GCF_947243775.1,11913776,Saccharomyces_kudriavzevii_ifo_1802_gca_000167075.Saccharomyces_kudriavzevii_strain_IFO1802_v1.0.dna.toplevel.fa,GCF_947243775.1_Skud-IFO1802_genomic.fna.gz, 11189057, 11913776,Saccharomyces_kudriavzevii_ifo_1802_gca_000167075.Saccharomyces_kudriavzevii_strain_IFO1802_v1.0.dna.toplevel.fa_vs_GCF_947243775.1_Skud-IFO1802_genomic.fna_blast.xml
,227321,GCA_000149205.2,PRJNA848821,Aspergillus nidulans FGSC A4,strain=FGSC A4,GCF_000011425.1,29828291,Aspergillus_nidulans_fgsc_a4_gca_000149205.ASM14920v2.dna.toplevel.fa,GCF_000011425.1_ASM1142v1_genomic.fna.gz, 30068514, 29828291,Aspergillus_nidulans_fgsc_a4_gca_000149205.ASM14920v2.dna.toplevel.fa_vs_GCF_000011425.1_ASM1142v1_genomic.fna_blast.xml
,229533,GCA_000240135.3,PRJNA243,Fusarium graminearum PH-1,strain=PH-1; NRRL 31084,GCF_000240135.3,36458046,Fusarium_graminearum_ph_1_gca_000240135.ASM24013v3.dna.toplevel.fa,GCF_000240135.3_ASM24013v3_genomic.fna.gz, 36565771, 36458046,Fusarium_graminearum_ph_1_gca_000240135.ASM24013v3.dna.toplevel.fa_vs_GCF_000240135.3_ASM24013v3_genomic.fna_blast.xml
,229533,GCA_900044135.1,PRJNA243,Fusarium graminearum PH-1,strain=PH-1; NRRL 31084,GCF_000240135.3,36458046,Fusarium_graminearum.GCA900044135v1.dna.toplevel.fa,GCF_000240135.3_ASM24013v3_genomic.fna.gz, 38047942, 36458046,Fusarium_graminearum.GCA900044135v1.dna.toplevel.fa_vs_GCF_000240135.3_ASM24013v3_genomic.fna_blast.xml
,231269,GCA_003316985.1,PRJNA576242,Fusarium coffeatum,strain=FIESC_28,GCF_003316985.1,37769732,Fusarium_coffeatum_gca_003316985.ASM331698v1.dna.toplevel.fa,GCF_003316985.1_ASM331698v1_genomic.fna.gz, 37769732, 37769732,Fusarium_coffeatum_gca_003316985.ASM331698v1.dna.toplevel.fa_vs_GCF_003316985.1_ASM331698v1_genomic.fna_blast.xml
,235443,GCA_000149245.3,PRJNA177334,Cryptococcus neoformans H99,strain=H99,GCF_000149245.1,18891193,Cryptococcus_neoformans_var_grubii_h99_gca_000149245.CNA3.dna.toplevel.fa,GCF_000149245.1_CNA3_genomic.fna.gz, 18916112, 18916112,Cryptococcus_neoformans_var_grubii_h99_gca_000149245.CNA3.dna.toplevel.fa_vs_GCF_000149245.1_CNA3_genomic.fna_blast.xml
,236234,GCA_001883845.1,PRJNA374862,Diplodia corticola,strain=CBS 112549,GCF_001883845.1,34986079,Diplodia_corticola_gca_001883845.ASM188384v1.dna.toplevel.fa,GCF_001883845.1_ASM188384v1_genomic.fna.gz, 34986079, 34986079,Diplodia_corticola_gca_001883845.ASM188384v1.dna.toplevel.fa_vs_GCF_001883845.1_ASM188384v1_genomic.fna_blast.xml
,237561,GCA_000784635.1,PRJNA14005,Candida albicans SC5314,strain=SC5314,GCF_000182965.3,14282666,Candida_albicans_sc5314_gca_000784635.Cand_albi_SC5314_V4.dna.toplevel.fa,GCF_000182965.3_ASM18296v3_genomic.fna.gz, 15213099, 14282666,Candida_albicans_sc5314_gca_000784635.Cand_albi_SC5314_V4.dna.toplevel.fa_vs_GCF_000182965.3_ASM18296v3_genomic.fna_blast.xml
,237561,GCA_000784655.1,PRJNA14005,Candida albicans SC5314,strain=SC5314,GCF_000182965.3,14282666,Candida_albicans_sc5314_gca_000784655.Cand_albi_SC5314_V3.dna.toplevel.fa,GCF_000182965.3_ASM18296v3_genomic.fna.gz, 14699893, 14282666,Candida_albicans_sc5314_gca_000784655.Cand_albi_SC5314_V3.dna.toplevel.fa_vs_GCF_000182965.3_ASM18296v3_genomic.fna_blast.xml
,237561,GCA_000182965.3,PRJNA14005,Candida albicans SC5314,strain=SC5314,GCF_000182965.3,14282666,Candida_albicans.GCA000182965v3.dna.toplevel.fa,GCF_000182965.3_ASM18296v3_genomic.fna.gz, 14323179, 14282666,Candida_albicans.GCA000182965v3.dna.toplevel.fa_vs_GCF_000182965.3_ASM18296v3_genomic.fna_blast.xml
,240176,GCA_000182895.1,PRJNA29797,Coprinopsis cinerea okayama7#130,strain=okayama7#130,GCF_000182895.1,36150142,Coprinopsis_cinerea_okayama7_130_gca_000182895.CC3.dna.toplevel.fa,GCF_000182895.1_CC3_genomic.fna.gz, 36192590, 36192590,Coprinopsis_cinerea_okayama7_130_gca_000182895.CC3.dna.toplevel.fa_vs_GCF_000182895.1_CC3_genomic.fna_blast.xml
,245834,GCA_010093505.1,PRJNA625775,Neohortaea acidophila,strain=CBS 113389,GCF_010093505.1,20432448,Neohortaea_acidophila_gca_010093505.Horac1.dna.toplevel.fa,GCF_010093505.1_Horac1_genomic.fna.gz, 20432448, 20432448,Neohortaea_acidophila_gca_010093505.Horac1.dna.toplevel.fa_vs_GCF_010093505.1_Horac1_genomic.fna_blast.xml
,246409,GCA_000149305.1,PRJNA1151041,Rhizopus delemar RA 99-880,strain=RA 99-880,GCF_000149305.1,46087117,Rhizopus_delemar_ra_99_880_gca_000149305.RO3.dna.toplevel.fa,GCF_000149305.1_RO3_genomic.fna.gz, 46148878, 46148878,Rhizopus_delemar_ra_99_880_gca_000149305.RO3.dna.toplevel.fa_vs_GCF_000149305.1_RO3_genomic.fna_blast.xml
,246410,GCA_000149335.2,PRJNA16822,Coccidioides immitis RS,strain=RS,GCF_000149335.2,28947925,Coccidioides_immitis_rs_gca_000149335.ASM14933v2.dna.toplevel.fa,GCF_000149335.2_ASM14933v2_genomic.fna.gz, 29016019, 29016019,Coccidioides_immitis_rs_gca_000149335.ASM14933v2.dna.toplevel.fa_vs_GCF_000149335.2_ASM14933v2_genomic.fna_blast.xml
,253628,GCA_000836295.1,PRJNA326657,Verruconis gallopava,strain=CBS 43764,GCF_000836295.1,31780469,Verruconis_gallopava_gca_000836295.O_gall_CBS43764.dna.toplevel.fa,GCF_000836295.1_O_gall_CBS43764_genomic.fna.gz, 31780469, 31780469,Verruconis_gallopava_gca_000836295.O_gall_CBS43764.dna.toplevel.fa_vs_GCF_000836295.1_O_gall_CBS43764_genomic.fna_blast.xml
,254056,GCA_001642475.1,PRJNA342681,Fonsecaea monophora,strain=CBS 269.37,GCF_001642475.1,35229797,Fonsecaea_monophora_gca_001642475.ASM164247v1.dna.toplevel.fa,GCF_001642475.1_ASM164247v1_genomic.fna.gz, 35229797, 35229797,Fonsecaea_monophora_gca_001642475.ASM164247v1.dna.toplevel.fa_vs_GCF_001642475.1_ASM164247v1_genomic.fna_blast.xml
,264951,GCA_004022145.1,PRJNA531022,Paecilomyces variotii,strain=CBS 101075,GCF_004022145.1,30105809,Byssochlamys_spectabilis_gca_004022145.Paevar1.dna.toplevel.fa,GCF_004022145.1_Paevar1_genomic.fna.gz, 30105809, 30105809,Byssochlamys_spectabilis_gca_004022145.Paevar1.dna.toplevel.fa_vs_GCF_004022145.1_Paevar1_genomic.fna_blast.xml
,2656787,GCA_003357145.1,PRJNA602438,Venustampulla echinocandica,strain=BP 5553,GCF_003357145.1,33639795,Venustampulla_echinocandica_gca_003357145.ASM335714v1.dna.toplevel.fa,GCF_003357145.1_ASM335714v1_genomic.fna.gz, 33639795, 33639795,Venustampulla_echinocandica_gca_003357145.ASM335714v1.dna.toplevel.fa_vs_GCF_003357145.1_ASM335714v1_genomic.fna_blast.xml
,2675880,GCA_003012295.1,PRJNA801208,Fusarium flagelliforme,strain=FIESC 12 MPI-CAGE-AA-0113,GCF_020744385.1,40328194,Fusarium_flagelliforme_gca_003012295.FIESC_12_NRRL13405_FIE12Z_contigs.dna.toplevel.fa,GCF_020744385.1_Fuseq1_genomic.fna.gz, 39607924, 40328194,Fusarium_flagelliforme_gca_003012295.FIESC_12_NRRL13405_FIE12Z_contigs.dna.toplevel.fa_vs_GCF_020744385.1_Fuseq1_genomic.fna_blast.xml
,27334,GCA_000769735.1,PRJNA319326,Penicillium expansum,strain=MD-8,GCF_000769745.1,32356048,Penicillium_expansum_gca_000769735.ASM76973v1.dna.toplevel.fa,GCF_000769745.1_ASM76974v1_genomic.fna.gz, 32065046, 32356048,Penicillium_expansum_gca_000769735.ASM76973v1.dna.toplevel.fa_vs_GCF_000769745.1_ASM76974v1_genomic.fna_blast.xml
,27334,GCA_000769755.1,PRJNA319326,Penicillium expansum,strain=MD-8,GCF_000769745.1,32356048,Penicillium_expansum_gca_000769755.PEX1.dna.toplevel.fa,GCF_000769745.1_ASM76974v1_genomic.fna.gz, 31087040, 32356048,Penicillium_expansum_gca_000769755.PEX1.dna.toplevel.fa_vs_GCF_000769745.1_ASM76974v1_genomic.fna_blast.xml
,2754530,GCA_002105105.1,PRJNA721999,Protomyces lactucae-debilis,strain=12-1054,GCF_002105105.1,12928838,Protomyces_lactucaedebilis_gca_002105105.Prola1.dna.toplevel.fa,GCF_002105105.1_Prola1_genomic.fna.gz, 12928838, 12928838,Protomyces_lactucaedebilis_gca_002105105.Prola1.dna.toplevel.fa_vs_GCF_002105105.1_Prola1_genomic.fna_blast.xml
,283643,GCA_000149385.1,PRJNA19119,Cryptococcus deneoformans B-3501A,strain=B-3501A,GCF_000149385.1,19699782,Cryptococcus_neoformans_var_neoformans_b_3501a_gca_000149385.ASM14938v1.dna.toplevel.fa,GCF_000149385.1_ASM14938v1_genomic.fna.gz, 19699782, 19699782,Cryptococcus_neoformans_var_neoformans_b_3501a_gca_000149385.ASM14938v1.dna.toplevel.fa_vs_GCF_000149385.1_ASM14938v1_genomic.fna_blast.xml
,284592,GCA_000006445.2,PRJNA12410,Debaryomyces hansenii CBS767,strain=CBS767,GCF_000006445.2,12152486,Debaryomyces_hansenii_cbs767_gca_000006445.ASM644v2.dna.toplevel.fa,GCF_000006445.2_ASM644v2_genomic.fna.gz, 12152486, 12181948,Debaryomyces_hansenii_cbs767_gca_000006445.ASM644v2.dna.toplevel.fa_vs_GCF_000006445.2_ASM644v2_genomic.fna_blast.xml
,284813,GCA_000091225.2,PRJNA155,Encephalitozoon cuniculi GB-M1,na,GCF_000091225.2,2497519,Encephalitozoon_cuniculi_gb_m1_gca_000091225.ASM9122v2.dna.toplevel.fa,GCF_000091225.2_ASM9122v2_genomic.fna.gz, 2497519, 2497519,Encephalitozoon_cuniculi_gb_m1_gca_000091225.ASM9122v2.dna.toplevel.fa_vs_GCF_000091225.2_ASM9122v2_genomic.fna_blast.xml
,28985,GCA_000002515.1,PRJNA12377,Kluyveromyces lactis,strain=NRRL Y-1140,GCF_000002515.2,10689156,Kluyveromyces_lactis_gca_000002515.ASM251v1.dna.toplevel.fa,GCF_000002515.2_ASM251v1_genomic.fna.gz, 10689156, 10729447,Kluyveromyces_lactis_gca_000002515.ASM251v1.dna.toplevel.fa_vs_GCF_000002515.2_ASM251v1_genomic.fna_blast.xml
,293939,GCA_010723975.1,PRJNA625765,Aspergillus lentulus,strain=IFM 58399,GCF_010724455.1,30229310,Aspergillus_lentulus_gca_010723975.ASM1072397v1.dna.toplevel.fa,GCF_010724455.1_ASM1072445v1_genomic.fna.gz, 30957489, 30229310,Aspergillus_lentulus_gca_010723975.ASM1072397v1.dna.toplevel.fa_vs_GCF_010724455.1_ASM1072445v1_genomic.fna_blast.xml
,293939,GCA_010724455.1,PRJNA625765,Aspergillus lentulus,strain=IFM 58399,GCF_010724455.1,30229310,Aspergillus_lentulus_gca_010724455.ASM1072445v1.dna.toplevel.fa,GCF_010724455.1_ASM1072445v1_genomic.fna.gz, 30229310, 30229310,Aspergillus_lentulus_gca_010724455.ASM1072445v1.dna.toplevel.fa_vs_GCF_010724455.1_ASM1072445v1_genomic.fna_blast.xml
,293939,GCA_010724575.1,PRJNA625765,Aspergillus lentulus,strain=IFM 58399,GCF_010724455.1,30229310,Aspergillus_lentulus_gca_010724575.ASM1072457v1.dna.toplevel.fa,GCF_010724455.1_ASM1072445v1_genomic.fna.gz, 31053882, 30229310,Aspergillus_lentulus_gca_010724575.ASM1072457v1.dna.toplevel.fa_vs_GCF_010724455.1_ASM1072445v1_genomic.fna_blast.xml
,293939,GCA_010724635.1,PRJNA625765,Aspergillus lentulus,strain=IFM 58399,GCF_010724455.1,30229310,Aspergillus_lentulus_gca_010724635.ASM1072463v1.dna.toplevel.fa,GCF_010724455.1_ASM1072445v1_genomic.fna.gz, 31225736, 30229310,Aspergillus_lentulus_gca_010724635.ASM1072463v1.dna.toplevel.fa_vs_GCF_010724455.1_ASM1072445v1_genomic.fna_blast.xml
,293939,GCA_010724915.1,PRJNA625765,Aspergillus lentulus,strain=IFM 58399,GCF_010724455.1,30229310,Aspergillus_lentulus_gca_010724915.ASM1072491v1.dna.toplevel.fa,GCF_010724455.1_ASM1072445v1_genomic.fna.gz, 30753187, 30229310,Aspergillus_lentulus_gca_010724915.ASM1072491v1.dna.toplevel.fa_vs_GCF_010724455.1_ASM1072445v1_genomic.fna_blast.xml
,293939,GCA_001445615.2,PRJNA625765,Aspergillus lentulus,strain=IFM 58399,GCF_010724455.1,30229310,Aspergillus_lentulus.GCA001445615v2.dna.toplevel.fa,GCF_010724455.1_ASM1072445v1_genomic.fna.gz, 30774200, 30229310,Aspergillus_lentulus.GCA001445615v2.dna.toplevel.fa_vs_GCF_010724455.1_ASM1072445v1_genomic.fna_blast.xml
,294746,GCA_000149425.1,PRJNA19593,Meyerozyma guilliermondii ATCC 6260,strain=ATCC 6260,GCF_000149425.1,10609954,Meyerozyma_guilliermondii_atcc_6260_gca_000149425.ASM14942v1.dna.toplevel.fa,GCF_000149425.1_ASM14942v1_genomic.fna.gz, 10609954, 10609954,Meyerozyma_guilliermondii_atcc_6260_gca_000149425.ASM14942v1.dna.toplevel.fa_vs_GCF_000149425.1_ASM14942v1_genomic.fna_blast.xml
,294747,GCA_000006335.3,PRJNA39569,Candida tropicalis MYA-3404,strain=MYA-3404,GCF_000006335.3,14579835,Candida_tropicalis.GCA000006335v3.dna.toplevel.fa,GCF_000006335.3_ASM633v3_genomic.fna.gz, 14630139, 14630139,Candida_tropicalis.GCA000006335v3.dna.toplevel.fa_vs_GCF_000006335.3_ASM633v3_genomic.fna_blast.xml
,294750,GCA_000149475.3,PRJNA1072634,Cryptococcus deuterogattii R265,na,GCF_002954075.1,17550122,Cryptococcus_gattii_vgii_r265_gca_000149475.CNB2.dna.toplevel.fa,GCF_002954075.1_C._deuterogattii_R265_chr_genomic.fna.gz, 17475811, 17550122,Cryptococcus_gattii_vgii_r265_gca_000149475.CNB2.dna.toplevel.fa_vs_GCF_002954075.1_C._deuterogattii_R265_chr_genomic.fna_blast.xml
,29845,GCA_002072255.1,PRJNA973687,Penicillium vulpinum,strain=IBT 29486,GCF_028829585.1,31511571,Penicillium_vulpinum_gca_002072255.ASM207225v1.dna.toplevel.fa,GCF_028829585.1_ASM2882958v1_genomic.fna.gz, 31061096, 31539044,Penicillium_vulpinum_gca_002072255.ASM207225v1.dna.toplevel.fa_vs_GCF_028829585.1_ASM2882958v1_genomic.fna_blast.xml
,318751,GCA_010094085.1,PRJNA625779,Westerdykella ornata,strain=CBS 379.55,GCF_010094085.1,26979746,Westerdykella_ornata_gca_010094085.Wesor1.dna.toplevel.fa,GCF_010094085.1_Wesor1_genomic.fna.gz, 26979746, 26979746,Westerdykella_ornata_gca_010094085.Wesor1.dna.toplevel.fa_vs_GCF_010094085.1_Wesor1_genomic.fna_blast.xml
,322104,GCA_000209165.1,PRJNA18881,Scheffersomyces stipitis CBS 6054,strain=CBS 6054,GCF_000209165.1,15441179,Scheffersomyces_stipitis_cbs_6054_gca_000209165.ASM20916v1.dna.toplevel.fa,GCF_000209165.1_ASM20916v1_genomic.fna.gz, 15441179, 15441179,Scheffersomyces_stipitis_cbs_6054_gca_000209165.ASM20916v1.dna.toplevel.fa_vs_GCF_000209165.1_ASM20916v1_genomic.fna_blast.xml
,330879,GCA_000002655.1,PRJNA14003,Aspergillus fumigatus Af293,strain=Af293,GCF_000002655.1,29384958,Aspergillus_fumigatus.GCA000002655v1.dna.toplevel.fa,GCF_000002655.1_ASM265v1_genomic.fna.gz, 29420142, 29384958,Aspergillus_fumigatus.GCA000002655v1.dna.toplevel.fa_vs_GCF_000002655.1_ASM265v1_genomic.fna_blast.xml
,331117,GCA_000149645.4,PRJNA18475,Aspergillus fischeri NRRL 181,strain=NRRL 181,GCF_000149645.3,31377515,Aspergillus_fischeri.GCA000149645v4.dna.toplevel.fa,GCF_000149645.3_ASM14964v4_genomic.fna.gz, 31377515, 31377515,Aspergillus_fischeri.GCA000149645v4.dna.toplevel.fa_vs_GCF_000149645.3_ASM14964v4_genomic.fna_blast.xml
,33203,GCA_001653205.1,PRJNA1120879,Purpureocillium lilacinum,strain=CBS 284.36,GCF_023168085.1,38571925,Purpureocillium_lilacinum_gca_001653205.ASM165320v1.dna.toplevel.fa,GCF_023168085.1_PurlilCBS_1.0_genomic.fna.gz, 38140521, 38571925,Purpureocillium_lilacinum_gca_001653205.ASM165320v1.dna.toplevel.fa_vs_GCF_023168085.1_PurlilCBS_1.0_genomic.fna_blast.xml
,33203,GCA_001653265.1,PRJNA1120879,Purpureocillium lilacinum,strain=CBS 284.36,GCF_023168085.1,38571925,Purpureocillium_lilacinum_gca_001653265.ASM165326v1.dna.toplevel.fa,GCF_023168085.1_PurlilCBS_1.0_genomic.fna.gz, 38534601, 38571925,Purpureocillium_lilacinum_gca_001653265.ASM165326v1.dna.toplevel.fa_vs_GCF_023168085.1_PurlilCBS_1.0_genomic.fna_blast.xml
,33203,GCA_003144605.1,PRJNA1120879,Purpureocillium lilacinum,strain=CBS 284.36,GCF_023168085.1,38571925,Purpureocillium_lilacinum_gca_003144605.ASM314460v1.dna.toplevel.fa,GCF_023168085.1_PurlilCBS_1.0_genomic.fna.gz, 37598801, 38571925,Purpureocillium_lilacinum_gca_003144605.ASM314460v1.dna.toplevel.fa_vs_GCF_023168085.1_PurlilCBS_1.0_genomic.fna_blast.xml
,336963,GCA_000003515.2,PRJNA39807,Uncinocarpus reesii 1704,strain=1704,GCF_000003515.1,22327935,Uncinocarpus_reesii_1704_gca_000003515.ASM351v2.dna.toplevel.fa,GCF_000003515.1_ASM351v2_genomic.fna.gz, 22349738, 22349738,Uncinocarpus_reesii_1704_gca_000003515.ASM351v2.dna.toplevel.fa_vs_GCF_000003515.1_ASM351v2_genomic.fna_blast.xml
,342668,GCA_001662655.1,PRJNA342683,Pseudogymnoascus verrucosus,strain=UAMH 10579,GCF_001662655.1,30174856,Pseudogymnoascus_verrucosus_gca_001662655.ASM166265v1.dna.toplevel.fa,GCF_001662655.1_ASM166265v1_genomic.fna.gz, 30174856, 30174856,Pseudogymnoascus_verrucosus_gca_001662655.ASM166265v1.dna.toplevel.fa_vs_GCF_001662655.1_ASM166265v1_genomic.fna_blast.xml
,34475,GCA_004679265.1,PRJNA835131,Rhodofomes roseus,strain=CIRM-BRFM 1785,GCF_022264815.1,38369625,Fomitopsis_rosea_gca_004679265.ASM467926v1.dna.toplevel.fa,GCF_022264815.1_Fomros1_genomic.fna.gz, 36531131, 38369625,Fomitopsis_rosea_gca_004679265.ASM467926v1.dna.toplevel.fa_vs_GCF_022264815.1_Fomros1_genomic.fna_blast.xml
,348802,GCA_000835505.1,PRJNA326602,Exophiala xenobiotica,strain=CBS 118157,GCF_000835505.1,31405760,Exophiala_xenobiotica_gca_000835505.Exop_xeno_CBS118157_V1.dna.toplevel.fa,GCF_000835505.1_Exop_xeno_CBS118157_V1_genomic.fna.gz, 31405760, 31405760,Exophiala_xenobiotica_gca_000835505.Exop_xeno_CBS118157_V1.dna.toplevel.fa_vs_GCF_000835505.1_Exop_xeno_CBS118157_V1_genomic.fna_blast.xml
,36035,GCA_900491785.1,PRJNA801202,Saccharomycodes ludwigii,strain=NBRC 1722,GCF_020623625.1,12500424,Saccharomycodes_ludwigii_gca_900491785.S_ludwigii_v1.dna.toplevel.fa,GCF_020623625.1_UHD_SCDLUD_16_genomic.fna.gz, 10785241, 12500424,Saccharomycodes_ludwigii_gca_900491785.S_ludwigii_v1.dna.toplevel.fa_vs_GCF_020623625.1_UHD_SCDLUD_16_genomic.fna_blast.xml
,36050,GCA_001675295.1,PRJNA774197,Fusarium poae,strain=DAOMC 252244,GCF_019609905.1,43859651,Fusarium_poae_gca_001675295.FPOA1.0.dna.toplevel.fa,GCF_019609905.1_ASM1960990v1_genomic.fna.gz, 46476831, 44000513,Fusarium_poae_gca_001675295.FPOA1.0.dna.toplevel.fa_vs_GCF_019609905.1_ASM1960990v1_genomic.fna_blast.xml
